ID,FIN,RUS,PoS,score
2764,ilmiselvästi,конечно,adverbs,3.35
2765,luu,шея,nouns,0.9
2766,ohjelma,питание,nouns,0.25
2767,teatteri,батарейка,nouns,0.0
2768,pelästynyt,нервный,adjectives,1.75
2769,voittaja,присутствие,nouns,0.05
2770,joustava,скромный,adjectives,1.2
2771,silmukka,пояс,nouns,0.6
2772,armeija,флот,nouns,2.0
2773,jää,снег,nouns,2.7
2774,joustava,покладистый,adjectives,1.5
2775,lentoperämies,полицейский,nouns,0.45
2776,kerätä,сохранять,verbs,2.65
2777,ase,народ,nouns,0.05
2778,voimistelu,фехтование,nouns,1.05
2779,lainrikkoja,преступник,nouns,5.1
2780,rytmi,арифметика,nouns,0.2
2781,vaatteet,пуговица,nouns,1.35
2782,tukehtua,дышать,verbs,0.5
2783,laakso,река,nouns,0.7
2784,laskimo,рука,nouns,0.65
2785,paha,посредственный,adjectives,0.65
2786,koripallo,бейсбол,nouns,1.6
2787,juhlia,удивлять,verbs,0.1
2788,todentaa,обосновывать,verbs,2.4
2789,jää,вода,nouns,2.3
2790,keitetty,варёный,adjectives,3.1
2791,peittämätön,покрытый,adjectives,0.25
2792,asteroidi,звезда,nouns,1.85
2793,helppo,ранимый,adjectives,0.05
2794,rabbi,наставник,nouns,1.7
2795,tappaa,вешать,verbs,0.7
2796,humalainen,трезвый,adjectives,0.25
2797,kylpyhuone,кухня,nouns,1.0
2798,etsiä,смотреть,verbs,1.4
2799,rutiininomaisesti,обычно,adverbs,3.9
2800,jakaa,складывать,verbs,0.5
2801,kaapeli,часовня,nouns,0.0
2802,yhtye,износоустойчивость,nouns,0.0
2803,kummallinen,необычный,adjectives,4.6
2804,kahvi,боб,nouns,0.7
2805,vihata,презирать,verbs,3.05
2806,puumateriaali,камень,nouns,0.45
2807,vahvuus,способность,nouns,1.65
2808,kuorma-auto,посылка,nouns,0.2
2809,vaunu,контейнер,nouns,0.15
2810,lento,авиация,nouns,1.95
2811,kämppä,хижина,nouns,3.25
2812,tehdas,автомобиль,nouns,0.3
2813,haalistua,разъедать,verbs,0.1
2814,pää,гвоздь,nouns,1.2
2815,ateria,ужин,nouns,3.15
2816,vaatimaton,чистый,adjectives,0.5
2817,yritys,предприятие,nouns,3.5
2818,hiili,атом,nouns,1.5
2819,populaatio,народ,nouns,3.15
2820,tähtitieteellinen,массивный,adjectives,1.25
2821,tuhota,создавать,verbs,0.25
2822,imeä itseensä,иметь,verbs,0.3
2823,parapsykologia,нейропсихология,nouns,1.65
2824,välttää,отрицать,verbs,0.55
2825,muistuttaa,продавать,verbs,0.05
2826,ystävä,наставник,nouns,1.25
2827,vatsa,спальня,nouns,0.0
2828,sileä,острый,adjectives,0.2
2829,saada,оставаться,verbs,0.05
2830,kissa,мышка,nouns,1.0
2831,idea,план,nouns,1.1
2832,rannikkoalue,берег,nouns,4.35
2833,moottoritie,задача,nouns,0.1
2834,takki,шляпа,nouns,1.1
2835,karja,овца,nouns,2.85
2836,pysähtyä,запрещать,verbs,0.55
2837,tänä iltana,завтра,adverbs,0.55
2838,pilvenpiirtäjä,дворец,nouns,1.1
2839,välttää,отвергать,verbs,1.75
2840,kasvu,удобрение,nouns,0.5
2841,muodostaa,делать,verbs,2.85
2842,kiillottaa,сообщить,verbs,0.0
2843,hauska,печальный,adjectives,0.2
2844,murhe,стыд,nouns,1.05
2845,pestä,полоскать,verbs,2.7
2846,elämäntapa,цивилизация,nouns,0.8
2847,aviomies,жена,nouns,1.0
2848,myydä,напоминать,verbs,0.05
2849,turvautua,зависеть,verbs,1.9
2850,hienovaraisesti,очевидно,adverbs,0.35
2851,vaikuttaa,наклонять,verbs,0.3
2852,kuningas,принцесса,nouns,1.2
2853,jalkaterä,песок,nouns,0.0
2854,epäonnistuminen,банкротство,nouns,2.25
2855,kondensaattori,диод,nouns,1.35
2856,laki,факультет,nouns,0.5
2857,olkapää,тело,nouns,1.3
2858,kypsentää,потерять,verbs,0.0
2859,järjestelmä,вина,nouns,0.15
2860,tuore,старый,adjectives,0.25
2861,pitkäveteinen,усталый,adjectives,0.7
2862,löytää,приобретать,verbs,0.85
2863,positiivisesti,наверное,adverbs,0.45
2864,tappaa,душить,verbs,1.6
2865,kynsi,кисть,nouns,1.45
2866,leikkuupuimuri,сахарный тростник,nouns,0.2
2867,tulla,организовывать,verbs,0.15
2868,vetää,толкать,verbs,0.55
2869,ottaa,нести,verbs,0.4
2870,ase,шалость,nouns,0.05
2871,pienehkö,карликовый,adjectives,2.7
2872,kerätä,приобретать,verbs,0.95
2873,kallistaa,настраивать,verbs,0.3
2874,säde,солнце,nouns,1.7
2875,kauhea,печальный,adjectives,0.75
2876,rauhanomaisesti,с гордостью,adverbs,0.0
2877,pysyä,ждать,verbs,1.3
2878,vaeltaa,странствовать,verbs,3.5
2879,miellyttää,удовлетворять,verbs,2.55
2880,suorittaa loppuun,выпуститься,verbs,2.95
2881,runo,ритм,nouns,1.0
2882,häkki,пруток,nouns,0.0
2883,käyttäytyä,подчиняться,verbs,3.0
2884,lumi,снежный обвал,nouns,1.75
2885,tappaa,уничтожать,verbs,3.85
2886,laatikko,сигара,nouns,0.6
2887,karja,бык,nouns,2.85
2888,rintakehä,тело,nouns,1.85
2889,huonekalut,кровать,nouns,2.25
2890,ystävällisesti,навряд ли,adverbs,0.0
2891,pyhä,драгоценный,adjectives,2.45
2892,tuomari,суд,nouns,1.45
2893,yleensä,редко,adverbs,0.2
2894,metri,дюйм,nouns,1.45
2895,yrittää,достигать,verbs,1.45
2896,torjua,отодвигать,verbs,1.5
2897,huolenpito,осторожность,nouns,1.7
2898,prinsessa,невеста,nouns,0.4
2899,pilvi,мгла,nouns,1.9
2900,viini,бренди,nouns,1.45
2901,senaatti,конституция,nouns,0.65
2902,palaa,душить,verbs,0.25
2903,murskata,сносить,verbs,2.3
2904,ostaa,воровать,verbs,0.3
2905,hyväksyä,прощать,verbs,1.4
2906,paristo,энергия,nouns,1.6
2907,tehtävä,задание,nouns,4.5
2908,mukavasti,легко,adverbs,1.6
2909,tulla,идти,verbs,1.05
2910,viestintä,телевидение,nouns,1.65
2911,tyyli,элегантность,nouns,4.05
2912,laittaa,вешать,verbs,0.3
2913,katsella,наблюдать,verbs,3.45
2914,sana,фраза,nouns,1.4
2915,tilastotiede,теннис,nouns,0.0
2916,vaatia,выговаривать,verbs,0.4
2917,ruokalista,заказ,nouns,0.55
2918,selviytyä,жить,verbs,2.1
2919,vilpittömästi,обычно,adverbs,0.05
2920,arvo,темп,nouns,0.05
2921,kalliojyrkänne,холм,nouns,2.1
2922,baari,клетка,nouns,0.0
2923,pilata,нюхать,verbs,0.05
2924,roikkua,убивать,verbs,0.7
2925,virus,кровь,nouns,0.75
2926,uniikki,противоположный,adjectives,0.3
2927,pidellä,обнимать,verbs,1.0
2928,tukki,дерево,nouns,3.4
2929,peruna,масло,nouns,0.7
2930,painovoima,метеор,nouns,0.2
2931,kettu,гончая,nouns,0.9
2932,sivu,абзац,nouns,0.65
2933,hyväksyä,соглашаться,verbs,3.05
2934,tyhjentää,выселять,verbs,1.35
2935,auto,завод,nouns,0.3
2936,olla velkaa,входить,verbs,0.0
2937,voileipä,мясо,nouns,0.8
2938,huijata,обманывать,verbs,4.35
2939,antaa lainaksi,давать,verbs,1.8
2940,kellari,дверь,nouns,0.5
2941,taito,ум,nouns,1.15
2942,korvaaminen,обмен,nouns,4.4
2943,suuruus,глубина,nouns,1.4
2944,polyesteri,хлопок,nouns,0.85
2945,vaahtera,дуб,nouns,1.35
2946,puumateriaali,бревно,nouns,3.4
2947,pekoni,мясо,nouns,2.75
2948,linssi,фотоаппарат,nouns,1.25
2949,auttaa,защищать,verbs,2.3
2950,kirjoittaa,строчить,verbs,2.7
2951,siisti,чистый,adjectives,4.25
2952,optimistisesti,возможно,adverbs,1.0
2953,ilta,сумерки,nouns,3.35
2954,eteishalli,класс,nouns,0.95
2955,nauraa,хихикать,verbs,4.65
2956,opettaja,помощник,nouns,2.15
2957,ankkuri,лодка,nouns,0.8
2958,muistikirja,пистолет,nouns,0.0
2959,syvästi,в основном,adverbs,0.3
2960,naaraslintu,птица,nouns,2.45
2961,yö,рассвет,nouns,0.95
2962,vaimo,мать,nouns,1.8
2963,kana,ужин,nouns,0.95
2964,kappeli,шпиль,nouns,1.55
2965,tilanne,обстоятельство,nouns,4.3
2966,saada,приобретать,verbs,2.35
2967,nauraa,петь,verbs,0.35
2968,tietty,нервный,adjectives,0.05
2969,tehdä yhteistyötä,участвовать,verbs,2.3
2970,antaa,вкладывать,verbs,0.8
2971,liitto,комбинация,nouns,3.15
2972,sukeltaa,создавать,verbs,0.0
2973,aivoriihi,телескоп,nouns,0.0
2974,hienostonut,зрелый,adjectives,0.8
2975,pankkiiri,юрист,nouns,0.95
2976,tahto,намерение,nouns,1.65
2977,hyytävä,ранимый,adjectives,0.15
2978,sauva,занавеска,nouns,0.4
2979,matemaatikko,показ,nouns,0.0
2980,kaneli,конфеты,nouns,0.4
2981,vakuuttaa ,пытаться,verbs,0.4
2982,vastuullisesti,независимо,adverbs,0.75
2983,kaavio,график,nouns,3.6
2984,valuutta,обмен,nouns,0.5
2985,kuluttaa,копить,verbs,0.3
2986,muurahainen,муха,nouns,1.1
2987,suoja,защита,nouns,2.85
2988,pahoinvointi,рак,nouns,1.1
2989,rauhallinen,расслабленный,adjectives,2.95
2990,mehiläinen,муравей,nouns,0.95
2991,arkkipiispa,епископ,nouns,3.15
2992,juonittelija,стратег,nouns,2.25
2993,naudanliha,скот,nouns,2.85
2994,romaani,писатель,nouns,0.85
2995,historioitsija,историограф,nouns,3.2
2996,tohtori,ортодонт,nouns,2.1
2997,ystävällinen,великодушный,adjectives,2.2
2998,viehättää,ударять,verbs,0.0
2999,liittyä,покидать,verbs,0.05
3000,tavata,покидать,verbs,0.0
3001,hiihtäminen,сноуборд,nouns,1.45
3002,tankki,машина,nouns,1.15
3003,ilmiselvästi,грубо,adverbs,0.0
3004,palmu,палец,nouns,0.5
3005,tahmea,грязный,adjectives,2.3
3006,liittyä,участвовать,verbs,1.9
3007,silkkitoukka,гусеница,nouns,3.2
3008,kukka,вера,nouns,0.05
3009,lihas,кость,nouns,0.75
3010,kansi,мышь,nouns,0.4
3011,rangaista,учить,verbs,0.35
3012,henkilökunta,вокалист,nouns,0.0
3013,aktiivisesti,счастливо,adverbs,0.35
3014,muistaa,думать,verbs,0.85
3015,sanoa,участвовать,verbs,0.55
3016,sänky,одеяло,nouns,0.9
3017,sauvaohjain,радар,nouns,0.45
3018,tunnustaa,говорить,verbs,1.1
3019,pitää,защищать,verbs,1.3
3020,valinta,тюрьма,nouns,0.0
3021,taistella,играть,verbs,0.35
3022,vaimo,женщина,nouns,2.4
3023,uskomus,представление,nouns,1.2
3024,voittaja,гол,nouns,0.6
3025,vesi,коронация,nouns,0.0
3026,pormestari,президент,nouns,1.4
3027,kaareva,прямой,adjectives,0.3
3028,jalka,рука,nouns,1.0
3029,kiistää,соглашаться,verbs,0.05
3030,ase,рассвет,nouns,0.0
3031,hyökätä kimppuun,раздражать,verbs,0.2
3032,häntä,затылок,nouns,0.8
3033,yhdistää,смешивать,verbs,3.35
3034,huoltaja,взрослый,nouns,1.9
3035,kuulla,воспринимать,verbs,2.0
3036,säilyketölkki,металл,nouns,1.2
3037,vapauttaa,ловить,verbs,0.25
3038,länsi,север,nouns,0.7
3039,eksoottinen,редкий,adjectives,4.8
3040,oudosti,необычно,adverbs,4.35
3041,kuva,идея,nouns,1.35
3042,sivuuttaa,обращаться,verbs,0.0
3043,olla peräisin,начинать,verbs,0.55
3044,hiiri,управление,nouns,0.35
3045,takavarikoida,брать,verbs,1.75
3046,voittaja,кандидат,nouns,0.95
3047,myydä,занимать,verbs,0.2
3048,raha,бриллиант,nouns,0.6
3049,hiljaa,пассивно,adverbs,1.35
3050,sensori,радиатор,nouns,0.25
3051,myrsky,туча,nouns,1.05
3052,kulho,дорожка,nouns,0.0
3053,myöntyä,спорить,verbs,0.3
3054,pidättää,подозревать,verbs,0.4
3055,essee,домашнее задание,nouns,2.05
3056,ero,остаток,nouns,1.05
3057,osallistua,приходить,verbs,1.75
3058,lukko,ключ,nouns,0.9
3059,yhtye,парад,nouns,0.65
3060,pienentää,спускаться,verbs,0.35
3061,reilusti,несправедливо,adverbs,0.3
3062,rakko,иллюстрация,nouns,0.0
3063,täsmällisesti,активно,adverbs,0.25
3064,tarina,книга,nouns,1.35
3065,siristää silmiään,пялиться,verbs,0.9
3066,kuppi,рожок,nouns,0.25
3067,sheriffi,полицейский,nouns,3.95
3068,sankari,героиня,nouns,3.2
3069,turkki,ружье,nouns,0.05
3070,reikä,соглашение,nouns,0.0
3071,kirkkaus,звезда,nouns,1.1
3072,alkoholi,виски,nouns,2.5
3073,kävellä,стоять,verbs,0.45
3074,suuresti,невероятно,adverbs,0.85
3075,poliitikko,президент,nouns,2.65
3076,mieletön,несчастный,adjectives,0.7
3077,ahdistunut,испуганный,adjectives,3.35
3078,sulkea,стараться,verbs,0.0
3079,osua,наказать,verbs,0.6
3080,luotto,заёмщик,nouns,1.3
3081,kämppä,лагерь,nouns,0.85
3082,penni,сделка,nouns,0.2
3083,vaara,болезнь,nouns,0.45
3084,lumi,погода,nouns,0.95
3085,näyttelijä,певец,nouns,1.15
3086,onnettomuus,бедствие,nouns,4.0
3087,sivuuttaa,избегать,verbs,3.6
3088,vaatteet,пиджак,nouns,1.75
3089,ikävä,безопасный,adjectives,0.05
3090,lämmitin,зонтик,nouns,0.05
3091,pallo,ракетка,nouns,0.9
3092,pää,нос,nouns,1.05
3093,nuhdella,требовать,verbs,0.4
3094,palkinto,оплата,nouns,3.2
3095,kuljettaa,останавливаться,verbs,0.15
3096,hyväksyä,рекомендовать,verbs,0.85
3097,kunniamerkki,стекло,nouns,0.0
3098,käytävä,проход,nouns,3.8
3099,häpeissään oleva,скромный,adjectives,0.45
3100,temppu,ружье,nouns,0.05
3101,ovi,кухня,nouns,0.55
3102,herttuakunta,княжество,nouns,2.25
3103,koulu,класс,nouns,0.85
3104,presidentti,ученик,nouns,0.35
3105,ministeriö,султан,nouns,0.1
3106,vauva,дочь,nouns,1.75
3107,saavuttaa,пытаться,verbs,1.45
3108,vetäytyä,спускаться,verbs,0.7
3109,biologia,биотоп,nouns,0.95
3110,nainen,задача,nouns,0.0
3111,lintu,ястреб,nouns,2.5
3112,toimittaa,брать,verbs,0.35
3113,vaara,угроза,nouns,5.15
3114,kukka,фиалка,nouns,2.55
3115,portti,дверь,nouns,3.45
3116,kuukausittainen,еженедельный,adjectives,0.75
3117,tuuma,метр,nouns,1.45
3118,jalkaterä,голова,nouns,0.9
3119,tahmea,мокрый,adjectives,0.9
3120,lapsi,мужчина,nouns,0.9
3121,hävittää,громить,verbs,2.3
3122,todennäköisesti,возможно,adverbs,3.35
3123,orvokki,цветок,nouns,2.55
3124,katastrofi,авария,nouns,4.0
3125,kansallinen,известный,adjectives,0.3
3126,tunnettu,национальный,adjectives,0.3
3127,pitää,терять,verbs,0.15
3128,olla erilainen,спорить,verbs,0.25
3129,kirja,тема,nouns,0.7
3130,terävä,гладкий,adjectives,0.2
3131,auto,такси,nouns,3.0
3132,kummitella,попугать,verbs,1.2
3133,mies,муж,nouns,3.15
3134,kertoa,напоминать,verbs,1.25
3135,realistisesti,идеально,adverbs,0.4
3136,taudinaiheuttaja,патогенный микроорганизм,nouns,5.0
3137,korvaus,примечание,nouns,0.0
3138,uloskäynti,проход,nouns,3.2
3139,kiistää,признавать,verbs,0.25
3140,saavuttaa,преуспевать,verbs,3.2
3141,olla tunnustamatta,давать,verbs,0.0
3142,ulkolainen,пришелец,nouns,3.65
3143,talvi,сезон,nouns,1.6
3144,jättää,отходить,verbs,2.85
3145,syntaksi,заглавное слово,nouns,0.7
3146,itkeä,смеяться,verbs,0.2
3147,logiikka,арифметика,nouns,1.3
3148,taideteos,художник,nouns,1.05
3149,sfääri,мяч,nouns,1.65
3150,rauhallisesti,решительно,adverbs,0.3
3151,kumota,разрешать,verbs,0.3
3152,vähentää,потерять,verbs,0.6
3153,poika,отец,nouns,1.15
3154,lapsi,девочка,nouns,2.15
3155,piirtää,создавать,verbs,1.35
3156,tuomio,разбирательство,nouns,1.3
3157,tyhmä,огромный,adjectives,0.0
3158,menettää,проваливать,verbs,1.4
3159,taistella,убивать,verbs,0.9
3160,meri,пляж,nouns,1.1
3161,kysyä,молиться,verbs,1.45
3162,ymmärtää,слушать,verbs,1.1
3163,viulu,гитара,nouns,1.4
3164,hevonen,кобыла,nouns,4.0
3165,rajoittaa,уменьшить,verbs,3.0
3166,soturi,мужчина,nouns,1.35
3167,ateria,ужин,nouns,3.35
3168,opettaja,раввин,nouns,1.7
3169,sininen,красный,adjectives,0.65
3170,analysoida,оценивать,verbs,3.95
3171,iloinen,счастливый,adjectives,3.6
3172,palauttaa,заменять,verbs,1.2
3173,valo,клавиатура,nouns,0.0
3174,vaimo,муж,nouns,1.0
3175,laskimo,выбор,nouns,0.0
3176,oksa,рука,nouns,0.25
3177,ikkuna,облако,nouns,0.2
3178,ohjekirja,справочник,nouns,4.6
3179,valmentaja,бейсбол,nouns,0.25
3180,kokoontuminen,собрание,nouns,4.45
3181,täysin,в принципе,adverbs,1.0
3182,ortodontti,дантист,nouns,4.05
3183,säästää,коллекционировать,verbs,2.65
3184,kiirehtiä,мчаться,verbs,2.9
3185,aamiainen,бекон,nouns,0.95
3186,ilmestyä,покидать,verbs,0.05
3187,järkyttynyt,пристыженный,adjectives,0.75
3188,kamera,продолжение,nouns,0.0
3189,elokuu,месяц,nouns,2.7
3190,kamera,линза,nouns,1.25
3191,kohtuuttomasti,несправедливо,adverbs,2.1
3192,lelu,куб,nouns,0.5
3193,säästää,защищать,verbs,1.35
3194,rakentaa,создавать,verbs,3.4
3195,ihanteellisesti,механически,adverbs,0.05
3196,kipu,вред,nouns,1.45
3197,sivuuttaa,исследовать,verbs,0.0
3198,epäonnistua,обескураживать,verbs,0.7
3199,omena,повидло,nouns,0.85
3200,aamiainen,ужин,nouns,1.0
3201,outo,нормальный,adjectives,0.25
3202,etäisyys,перспектива,nouns,0.45
3203,unohtaa,игнорировать,verbs,2.0
3204,hajota,умереть,verbs,0.9
3205,pellava,ткань,nouns,2.3
3206,epätavallisesti,странно,adverbs,4.35
3207,nauraa,плакать,verbs,0.2
3208,terävä,тупой,adjectives,0.25
3209,mukavuus,безопасность,nouns,0.75
3210,naiivi,невинный,adjectives,0.45
3211,vanha,новый,adjectives,0.3
3212,mekko,танец,nouns,0.45
3213,mielettömästi,грустно,adverbs,0.3
3214,muurahainen,пчела,nouns,0.95
3215,onnellisesti,безопасно,adverbs,0.65
3216,vastuullisesti,надежно,adverbs,3.15
3217,veksillologia,флаг,nouns,1.45
3218,pöytä,закат,nouns,0.0
3219,tähti,планета,nouns,2.25
3220,onnellisuus,печаль,nouns,0.25
3221,järjetön,сумасшедший,adjectives,4.9
3222,lattia,потолок,nouns,0.95
3223,edistää,продвигаться,verbs,1.7
3224,auttaja,наставник,nouns,2.15
3225,todennäköisesti,положительно,adverbs,0.45
3226,janoinen,голодный,adjectives,1.1
3227,likainen,липкий,adjectives,2.3
3228,korvata,восстанавливать,verbs,1.2
3229,kompassi,слон,nouns,0.05
3230,viha,досада,nouns,2.15
3231,kevyesti,ярко,adverbs,0.6
3232,kertoa,делить,verbs,0.65
3233,ratkaista,заканчивать,verbs,2.3
3234,komero,одежда,nouns,0.55
3235,tulostaa,игнорировать,verbs,0.0
3236,aritmetiikka,ритм,nouns,0.2
3237,vaatteet,ящик,nouns,0.45
3238,valittaa,приносить,verbs,0.1
3239,epätoivo,бедствование,nouns,2.3
3240,äänekkäästi,тонко,adverbs,0.05
3241,suojella,отстаивать,verbs,4.2
3242,omistaa,поглощать,verbs,0.3
3243,viha,ярость,nouns,4.45
3244,rauha,солдат,nouns,0.4
3245,luokkahuone,коридор,nouns,0.95
3246,viesti,задание,nouns,0.85
3247,kummallinen,обычный,adjectives,0.25
3248,jättää,встретить,verbs,0.0
3249,myöntää,отрицать,verbs,0.25
3250,juhla,маска,nouns,0.5
3251,sänky,мебель,nouns,2.25
3252,keskeinen,необходимый,adjectives,3.3
3253,syntymäpäivä,дата,nouns,2.85
3254,evätä,отказаться,verbs,2.75
3255,kulho,хвост,nouns,0.0
3256,iskeä,упускать,verbs,0.2
3257,perinne,ремесло,nouns,0.55
