ID,EST,RUS,PoS,score
2833,deemon,чудовище,nouns,4.1
2834,teooria,теорема,nouns,2.0
2835,nõudma,выговаривать,verbs,0.55
2836,nõudma,спорить,verbs,1.2
2837,valuuta,совпадение,nouns,0.05
2838,liit,комбинация,nouns,2.5
2839,veen,выбор,nouns,0.05
2840,kummaliselt,необычно,adverbs,4.2
2841,taipama,обнаруживать,verbs,2.95
2842,unustama,знать,verbs,0.25
2843,nurjuma,обескураживать,verbs,0.85
2844,kleit,танец,nouns,0.8
2845,naljakas,печальный,adjectives,0.35
2846,issi,мать,nouns,1.1
2847,külg,верх,nouns,0.65
2848,ebaloomulikult,отрицательно,adverbs,0.65
2849,lihas,язык,nouns,0.8
2850,andma,знать,verbs,0.2
2851,võlts,искусственный,adjectives,4.0
2852,tuntud,популярный,adjectives,4.1
2853,kaliiber,зонтик,nouns,0.05
2854,päikeseloojang,стол,nouns,0.05
2855,paberraha,оплата,nouns,0.65
2856,vann,шалость,nouns,0.0
2857,võitlus,завоевание,nouns,1.95
2858,pöörane,довольный,adjectives,0.35
2859,kätte toimetama,принимать,verbs,0.4
2860,inimene,животное,nouns,1.15
2861,haruldane,немой,adjectives,0.0
2862,püüdma,получать,verbs,1.1
2863,uks,подвал,nouns,0.8
2864,lukk,ключ,nouns,1.2
2865,kallis,священный,adjectives,2.4
2866,eeldama,предсказывать,verbs,2.0
2867,lusikas,сок,nouns,0.45
2868,meteoor,сила тяжести,nouns,0.5
2869,eesnahk,обрезание,nouns,2.1
2870,suur,огромный,adjectives,4.25
2871,vesistama,плакать,verbs,4.05
2872,peen,зрелый,adjectives,0.8
2873,keel,щека,nouns,1.0
2874,realistlikult,идеально,adverbs,0.65
2875,linnapea,президент,nouns,1.15
2876,andma,вкладывать,verbs,0.65
2877,rannik,пляж,nouns,2.85
2878,põhi,бок,nouns,0.7
2879,mees,воин,nouns,1.6
2880,kannatamatult,грубо,adverbs,0.65
2881,otsima,просить,verbs,1.0
2882,kana,ужин,nouns,0.6
2883,häbenev,счастливый,adjectives,0.05
2884,abikaasa (mees),мужчина,nouns,3.1
2885,ilmselgelt,конечно,adverbs,2.85
2886,vihkama,наслаждаться,verbs,0.05
2887,metall,олово,nouns,2.15
2888,episood,спектакль,nouns,0.4
2889,isiklik,интимный,adjectives,3.95
2890,kott,сумочка,nouns,4.0
2891,paat,палуба,nouns,1.05
2892,rütm,каденция,nouns,0.95
2893,otsima,спрашивать,verbs,1.3
2894,isa,брат,nouns,1.1
2895,legaalne,безопасный,adjectives,1.65
2896,mäng,сноровка,nouns,1.3
2897,tabama,целиться,verbs,1.3
2898,täielik,законченный,adjectives,3.0
2899,rahvas,цент,nouns,0.05
2900,õun,сладость,nouns,0.75
2901,kokkulepe,пакт,nouns,4.65
2902,mõtlema,пытаться,verbs,0.6
2903,äsja,недавно,adverbs,3.5
2904,õli,норка,nouns,0.4
2905,lõpetama,решать,verbs,2.15
2906,taastama,ремонтировать,verbs,3.65
2907,mitte kunagi,редко,adverbs,0.8
2908,voodi,кроватка,nouns,4.35
2909,köök,дверь,nouns,0.65
2910,salat,уксус,nouns,0.55
2911,õhtusöök,трапеза,nouns,3.05
2912,teadustama,провозглашать,verbs,4.4
2913,definitisioon,словарь,nouns,2.15
2914,sümbol,криптограмма,nouns,2.05
2915,arv,цифра,nouns,4.6
2916,veenma,добиваться,verbs,0.7
2917,püsimatu,молодой,adjectives,1.0
2918,tegelane,человек,nouns,2.5
2919,organiseeritud,беспорядочный,verbs,0.35
2920,hütt,домик,nouns,3.6
2921,öö,день,nouns,0.65
2922,vein,бренди,nouns,1.5
2923,isiklik,частный,adjectives,4.85
2924,paindlik,скромный,adjectives,1.3
2925,salat,диета,nouns,0.8
2926,põrand,дверь,nouns,0.9
2927,sfäär,мяч,nouns,1.65
2928,vallutus,битва,nouns,1.95
2929,intiimne,личный,adjectives,3.95
2930,sisehõõrdumine,всплеск,nouns,0.3
2931,voodi,больница,nouns,1.1
2932,kuul,пушка,nouns,1.3
2933,jätma,забирать,verbs,0.45
2934,õhk,гелий,nouns,1.55
2935,üdi,кровь,nouns,0.9
2936,toru,сигара,nouns,1.4
2937,compass,слон,nouns,0.55
2938,leib,мука,nouns,1.25
2939,avastama,осознавать,verbs,2.95
2940,leegion,армия,nouns,2.55
2941,ulatus,размер,nouns,4.1
2942,illustratsioon,волдырь,nouns,0.05
2943,kaasa lööma,включают,verbs,2.3
2944,meeleolu,эмоция,nouns,3.05
2945,kiibid,курсор,nouns,0.3
2946,otsima,находить,verbs,1.25
2947,ujuma,встретить,verbs,0.0
2948,pahkluu,локоть,nouns,0.85
2949,igav,скучный,adjectives,3.15
2950,madu,ящерица,nouns,1.5
2951,hiir,кошка,nouns,0.65
2952,riie,лен,nouns,2.5
2953,telliskivi,стена,nouns,1.1
2954,ühinema,жениться,verbs,1.25
2955,keeruline,тяжелый,adjectives,4.4
2956,auto,автомобиль,nouns,5.35
2957,kartul,масло,nouns,0.8
2958,tapeet,фон,nouns,2.35
2959,ülesanne,пустяк,nouns,0.15
2960,jagama,объединять,verbs,0.6
2961,tarkus,ум,nouns,4.15
2962,reis,путешествие,nouns,4.55
2963,tsitrus,апельсин,nouns,3.65
2964,tekst,книга,nouns,2.05
2965,ema,отец,nouns,1.1
2966,poiss,состояние,nouns,0.05
2967,osariik,дом,nouns,0.55
2968,kaer,поле,nouns,1.3
2969,anarhia,хаос,nouns,3.75
2970,suurepärane,выдающийся,adjectives,4.4
2971,lugu,карандаш,nouns,0.25
2972,kuhjatud,тяжелый,adjectives,1.95
2973,keha,плечо,nouns,1.2
2974,suurus,цент,nouns,0.65
2975,raske,легкий,adjectives,0.3
2976,luuletaja,журналист,nouns,1.05
2977,oksendama,закрыть,verbs,0.0
2978,haarama,сжимать,verbs,0.95
2979,saar,флот,nouns,0.55
2980,ettevaatlikult,опасно,adverbs,0.3
2981,maksma,лечить,verbs,0.25
2982,aeg-ajalt,регулярно,adverbs,0.8
2983,kana,рис,nouns,0.7
2984,udu,облако,nouns,1.95
2985,tunnistama,принимать,verbs,3.05
2986,mõõk,трон,nouns,0.4
2987,kaine,рациональный,adjectives,2.75
2988,lumi,погода,nouns,1.25
2989,väljuv,приходящий,adjectives,0.4
2990,kass,питомец,nouns,1.75
2991,laulja,хор,nouns,1.45
2992,veen,рука,nouns,0.8
2993,kindlalt,явно,adverbs,2.9
2994,teater,фильм,nouns,0.9
2995,põlgama,ненавидеть,verbs,3.55
2996,kahtlusalune,человек,nouns,0.55
2997,pidu,электорат,nouns,1.15
2998,kombinatsioon,соединение,nouns,2.5
2999,suurepärane,плохой,adjectives,0.15
3000,klass,школа,nouns,1.25
3001,õnnemängu mängima,сделать ставку,verbs,2.55
3002,mõistma,слушать,verbs,0.95
3003,kirjanik,дар,nouns,0.7
3004,oluline,решающий,adjectives,3.65
3005,lipp,столб,nouns,1.1
3006,kolledž,класс,nouns,1.1
3007,üritus,сбор пожертвований,nouns,0.75
3008,ebatavaliselt,странно,adverbs,4.2
3009,abikaasa (naine),дыра,nouns,0.05
3010,kurb,смешной,adjectives,0.35
3011,ilu,сонет,nouns,0.4
3012,tahtma,выбирать,verbs,1.0
3013,käsi,ветка,nouns,0.45
3014,tugev,гордый,adjectives,0.9
3015,vana,новый,adjectives,0.45
3016,haru,рука,nouns,0.45
3017,harva,часто,adverbs,0.35
3018,torn,колокол,nouns,1.05
3019,segama,пить,verbs,0.35
3020,kell,башня,nouns,1.05
3021,laud,закат,nouns,0.05
3022,tasu,платеж,nouns,3.65
3023,auto,подъемник,nouns,0.75
3024,kokku suruma,схватывать,verbs,0.95
3025,loominguline,инновационный,adjectives,3.55
3026,kasv,удобрение,nouns,0.8
3027,lahtine,гибкий,adjectives,1.3
3028,talv,сезон,nouns,2.3
3029,auto,завод,nouns,0.45
3030,tuju,злость,nouns,1.85
3031,pidu,маска,nouns,0.8
3032,vaidlema,убеждать,verbs,1.9
3033,kitsas,длинный,adjectives,0.6
3034,kaduma,находить,verbs,0.35
3035,pankrot,провал,nouns,2.3
3036,hull,сумасшедший,adjectives,5.1
3037,külmuma,дрожать,verbs,1.65
3038,relv,тетрадь,nouns,0.0
3039,paluma,просить,verbs,3.8
3040,pigem,возможно,adverbs,2.95
3041,laul,исполнитель,nouns,1.1
3042,vara,акции,nouns,2.55
3043,vormimata,униформа,adjectives,0.3
3044,parim,пятый,adjectives,0.35
3045,auto,мост,nouns,0.5
3046,üllatama,праздновать,verbs,0.45
3047,riff,пляж,nouns,0.9
3048,film,нигилизм,nouns,0.2
3049,puu,лист,nouns,1.1
3050,võimalikult,оптимистически,adverbs,1.0
3051,karastusjook,пиво,nouns,2.0
3052,rahuldama,угождать,verbs,2.8
3053,käsi,кость,nouns,1.1
3054,säär,рука,nouns,1.1
3055,sviiter,хлопок,nouns,0.95
3056,häbenev,расстроенный,adjectives,0.55
3057,koostama,разрушать,verbs,0.05
3058,mängima,драться,verbs,0.4
3059,sahtel,одежда,nouns,0.85
3060,gravitatsioon,метеор,nouns,0.5
3061,ema,жена,nouns,2.1
3062,vildakas,изогнутый,adjectives,4.75
3063,saar,задача,nouns,0.0
3064,kõrgus,преобразование,nouns,0.1
3065,ootama,приостанавливаться,verbs,1.05
3066,viiul,инструмент,nouns,2.45
3067,aken,крыша,nouns,1.0
3068,lagunema,уничтожить,verbs,1.25
3069,järv,болото,nouns,0.7
3070,sõber,гость,nouns,1.6
3071,jumal,дух,nouns,1.45
3072,põsk,язык,nouns,1.0
3073,sipelgas,муха,nouns,1.05
3074,taevas,мечта,nouns,0.6
3075,vastandlik,уникальный,adjectives,0.7
3076,lumelaud,лыжи,nouns,2.1
3077,karm,ловкий,adjectives,0.95
3078,vahepeal,когда,adverbs,0.75
3079,tööline,фотоаппарат,nouns,0.3
3080,puuvijaaed,страус,nouns,0.0
3081,informatsioon,энтропия,nouns,0.8
3082,domineerima,побеждать,verbs,1.25
3083,võitja,человек,nouns,0.7
3084,vedelik,сопло,nouns,0.6
3085,dieet,салат,nouns,0.8
3086,naine,задача,nouns,0.05
3087,säilitama,забывать,verbs,0.35
3088,noor,счастливый,adjectives,0.5
3089,raha,наличные,nouns,4.25
3090,doktor,профессор,nouns,2.1
3091,tita,дочь,nouns,1.45
3092,kleepuv,грязный,adjectives,1.9
3093,katedraal,потолок,nouns,0.65
3094,hommik,день,nouns,1.5
3095,kuulutama,объявлять,verbs,4.4
3096,kallis,ленивый,adjectives,0.15
3097,tähelepanu,интерес,nouns,3.4
3098,nurjuma,полагаться,verbs,0.0
3099,armee,отряд,nouns,1.45
3100,male,шах,nouns,1.55
3101,inspekteerima,изучать,verbs,3.05
3102,peigmees,невеста,nouns,1.0
3103,pärinema,открывать,verbs,0.25
3104,intelligentne,тупой,adjectives,0.4
3105,algama,происходить,verbs,1.15
3106,ainulaadne,противоположный,adjectives,0.7
3107,veen,желудок,nouns,0.45
3108,prestiiž,богатство,nouns,0.8
3109,uba,кофе,nouns,1.1
3110,mugavalt,легко,adverbs,1.6
3111,sõnaraamat,толкование,nouns,2.15
3112,oht,болезнь,nouns,0.65
3113,metall,алюминий,nouns,2.25
3114,kari,корова,nouns,2.0
3115,vajama,устраивать,verbs,0.35
3116,proovima,убеждать,verbs,0.95
3117,piirama,уменьшить,verbs,3.1
3118,poiss,ребенок,nouns,2.75
3119,lugeja,писатель,nouns,0.9
3120,radikaalne,агрессивный,adjectives,1.45
3121,president,фотоаппарат,nouns,0.3
3122,häbi,печаль,nouns,0.95
3123,arvama,раздражать,verbs,0.2
3124,lääs,север,nouns,0.65
3125,hirmul,встревоженный,adjectives,3.1
3126,televisioon,коммуникация,nouns,2.15
3127,ballaad,песня,nouns,3.4
3128,teekond,поездка,nouns,4.55
3129,võõramaalane,пришелец,nouns,2.65
3130,kuninganna,пчела,nouns,1.1
3131,saatma,получать,verbs,0.35
3132,tegema,происходить,verbs,1.4
3133,kokku hoidma,тратить,verbs,0.45
3134,luu,локоть,nouns,1.2
3135,sarnane,подобный,adjectives,5.05
3136,passiivselt,активно,adverbs,0.25
3137,õpetaja,преподаватель,nouns,4.45
3138,asendus,обмен,nouns,4.15
3139,kits,корова,nouns,0.8
3140,moodus,мода,nouns,0.85
3141,minema,входить,verbs,1.15
3142,vend,человек,nouns,0.8
3143,pilt,отражение,nouns,1.6
3144,õrnalt,ярко,adverbs,0.3
3145,aasta,век,nouns,1.2
3146,tädi,дядя,nouns,1.2
3147,harjutama,повторять,verbs,2.35
3148,meeter,ярд,nouns,1.65
3149,tütar,отец,nouns,1.0
3150,lapsik,безрассудный,adjectives,1.7
3151,seisund,ситуация,nouns,3.05
3152,raske,трудный,adjectives,4.4
3153,kasvama,сжиматься,verbs,0.3
3154,kohut mõistma,давать показания,verbs,0.6
3155,mees,отец,nouns,1.75
3156,halvenema,протирать,verbs,0.05
3157,lahendama,заканчивать,verbs,2.15
3158,eine,ужин,nouns,3.05
3159,udu,дождь,nouns,2.4
3160,üle kuhjama,душить,verbs,1.4
3161,ratsionaalne,трезвый,adjectives,2.75
3162,heameelt tegema,умолять,verbs,0.6
3163,soovitama,принимать,verbs,0.5
3164,naiivne,невинный,adjectives,1.35
3165,nõu andma,рекомендовать,verbs,4.85
3166,pagas,кругосветное плавание,nouns,0.95
3167,ebakohane,внебрачный,adjectives,0.6
3168,pirukas,шоколад,nouns,0.8
3169,tõstma,тащить,verbs,1.05
3170,pudel,контейнер,nouns,0.75
3171,sigar,пачка,nouns,0.7
3172,tähendusrikkalt,специально,adverbs,0.85
3173,luu,зубы,nouns,1.7
3174,suurus,величина,nouns,4.1
3175,rõõm,печаль,nouns,0.55
3176,loll,сообразительный,adjectives,0.5
3177,margniaalselt,полностью,adverbs,0.65
3178,kohut mõistma,решать,verbs,1.9
3179,andma,отрекаться,verbs,0.15
3180,käsi,колено,nouns,0.85
3181,uks,звонок,nouns,0.7
3182,kivi,дерево,nouns,0.65
3183,ruupor,барабан,nouns,0.95
3184,professor,студент,nouns,0.9
3185,lämmatama,жечь,verbs,0.2
3186,ema,опекунша,nouns,1.35
3187,õnnelikult,смертельно,adverbs,0.15
3188,uskuma,чувствовать,verbs,1.15
3189,märksõna,синтаксис,nouns,0.65
3190,puitmaterjal,бревно,nouns,3.1
3191,minut,секунда,nouns,1.4
3192,skeemitaja,стратег,nouns,2.5
3193,vaikselt,пассивно,adverbs,1.45
3194,skulptuur,статуя,nouns,4.3
3195,kaos,урок,nouns,0.25
3196,võõrastemaja,мотель,nouns,4.0
3197,haiget tegema,расстраивать,verbs,2.6
3198,säästja,сбережения,nouns,1.3
3199,meelespea,разница,nouns,1.05
3200,võlgnema,одалживать,verbs,1.15
3201,peatükk,ночь,nouns,0.05
3202,õun,сок,nouns,1.35
3203,tellimus,меню,nouns,1.1
3204,uskumus,ценность,nouns,1.35
3205,vajalik,важный,adjectives,4.2
3206,maantee,автомобиль,nouns,1.1
3207,jalgratas,спальня,nouns,0.05
3208,sõbralik,навряд ли,adverbs,0.0
3209,ahv,кампания,nouns,0.05
3210,ümbris,убежище,nouns,0.1
3211,ilmselge,заметный,adjectives,3.1
3212,šampus,пиво,nouns,1.2
3213,vokalist,штат сотрудников,nouns,0.4
3214,vanduma,обещать,verbs,3.15
3215,jooma,перемешать,verbs,0.35
3216,kohutav,прекрасный,adjectives,0.25
3217,artikkel,журнал,nouns,1.5
3218,luide,пустыня,nouns,1.75
3219,kunaiganes,иногда,adverbs,0.75
3220,võileib,мясо,nouns,0.85
3221,patrull,армия,nouns,1.45
3222,kodu,государство,nouns,0.55
3223,kondensaator,диод,nouns,1.55
3224,tabama,упускать,verbs,0.4
3225,koidik,ружье,nouns,0.05
3226,tsüklon,тайфун,nouns,3.25
3227,palavik,болезнь,nouns,1.75
3228,saar,принцесса,nouns,0.0
3229,süda,операция,nouns,0.7
3230,lugema,понимать,verbs,0.95
3231,märkmik,пистолет,nouns,0.0
3232,tulema,посещать,verbs,2.05
3233,rahvahulk,парад,nouns,1.7
3234,ebausaldusväärne,коварный,adjectives,1.5
3235,tuju,врач,nouns,0.25
3236,uba,рис,nouns,0.9
3237,sahharoos,углевод,nouns,2.55
3238,number,цитоплазма,nouns,0.05
3239,kuu,планета,nouns,2.2
3240,vastandlik,другой,adjectives,0.85
3241,uks,проем,nouns,3.0
3242,haigla,койка,nouns,1.1
3243,väljapääs,избирательное право,nouns,0.15
3244,taotlus,кандидат,nouns,0.8
3245,päev,утро,nouns,1.5
3246,juhtkond,руководство,nouns,4.4
3247,skeem,идея,nouns,1.65
3248,telefon,сотовый телефон,nouns,3.4
3249,saar,пляж,nouns,0.9
3250,keel,общение,nouns,1.5
3251,aken,лодыжка,nouns,0.0
3252,küsima,молиться,verbs,1.85
3253,paluma,просить,verbs,4.05
3254,torm,ураган,nouns,4.05
3255,kalender,дата,nouns,1.9
3256,makse,монета,nouns,1.3
3257,vähendama,сжиматься,verbs,2.85
3258,kaamera,президент,nouns,0.3
3259,lisama,соединять,verbs,0.85
3260,eelarvamus,шовинист,nouns,1.25
3261,nahk,велосипед,nouns,0.1
3262,sümbol,знак,nouns,4.6
3263,riis,мальчик,nouns,0.05
3264,aatom,углерод,nouns,1.45
3265,tajuma,слышать,verbs,1.95
3266,valmistaja,создатель,nouns,3.95
3267,õnneseen,пристыженный,adjectives,0.05
3268,lahutama,потерять,verbs,0.8
3269,luud,пыль,nouns,1.2
3270,ausalt,никогда,adverbs,0.0
3271,saba,миска,nouns,0.0
3272,kahju,боль,nouns,1.55
3273,aktiivselt,пассивно,adverbs,0.25
3274,taotleja,приложение,nouns,0.8
3275,kole,грубый,adjectives,1.0
3276,vastu võtma,рекомендовать,verbs,0.5
3277,vine,облако,nouns,2.1
3278,viski,джин,nouns,1.65
3279,raputama,размешать,verbs,1.7
3280,tekk,дерево,nouns,0.05
3281,proovima,думать,verbs,0.6
3282,põgenema,находить,verbs,0.2
3283,kilp,защита,nouns,2.6
3284,panema,получать,verbs,0.25
3285,pesapall,кушетка,nouns,0.1
3286,riis,курятина,nouns,0.7
3287,eraldama,отходить,verbs,0.5
3288,jäädvustama,подражать,verbs,0.45
3289,paber,картон,nouns,2.8
3290,sent,жена,nouns,0.05
3291,laisk,драгоценный,adjectives,0.15
3292,mäng,веселье,nouns,1.75
3293,tuginema,зависеть,verbs,2.15
3294,vabadus,оазис,nouns,0.45
3295,preester,пророк,nouns,1.35
3296,seersant,пистолет,nouns,0.8
3297,kitarr,барабан,nouns,1.05
3298,magamistuba,желудок,nouns,0.1
3299,õpetaja,раввин,nouns,0.6
3300,pisar,глаз,nouns,1.2
3301,keskmine,обычный,adjectives,2.35
3302,kõver,кривой,adjectives,4.75
3303,tüütama,обострять,verbs,0.85
3304,raputama,собирать,verbs,0.05
3305,tööriist,работа,nouns,1.05
3306,tormakas,быстрый,adjectives,3.95
3307,minema,продавать,verbs,0.55
3308,torm,ветер,nouns,3.45
3309,varastama,брать,verbs,1.25
3310,olukord,обстоятельство,nouns,3.7
3311,vaidlema,обсуждать,verbs,2.4
3312,poiss,рис,nouns,0.05
3313,kohalolek,победитель,nouns,0.4
3314,lind,курица,nouns,1.9
3315,poiss,ребенок,nouns,2.15
3316,tahtma,занимать,verbs,0.3
3317,seemik,лист,nouns,0.9
3318,homofoon,фотофон,nouns,0.2
3319,aatom,молекула,nouns,1.25
3320,autopasun,автомобиль,nouns,0.95
3321,normaalne,ненормальный,adjectives,0.35
3322,alluma,слушать,verbs,1.25
3323,peekon,завтрак,nouns,0.8
3324,aus,виноватый,adjectives,0.4
3325,patune,святой,nouns,0.55
3326,kõht,вена,nouns,0.45
3327,krediit,заёмщик,nouns,1.8
3328,rakendus,галакси,nouns,0.4
3329,mõõk,окружение,nouns,0.2
3330,amet,управление,nouns,1.4
3331,püüdma,предрешать,verbs,0.0
3332,kandma,приносить,verbs,2.15
3333,hankima,брать,verbs,1.95
3334,mootor,лодка,nouns,0.75
3335,tööline,офис,nouns,0.8
3336,meloodia,музыка,nouns,3.5
3337,isa,бог,nouns,0.8
3338,filosoof,разгон,nouns,0.0
3339,nakkus,болезнь,nouns,3.0
