ID,CYM,SWA,PoS,score
2640,cynorthwy-ydd,mfanyakazi wa nyumbani,nouns,2.65
2641,milwr,mwanajeshi,nouns,0.2
2642,creu,kuwazia,verbs,0.4
2643,lamp,taa,nouns,0.0
2644,swydd,jukumu,nouns,3.15
2645,dwywaith,mara mbili,adverbs,0.45
2646,tad,mtoto wa kiume,nouns,0.7
2647,tristwch,huzuni,nouns,0.3
2648,cydymaith,mpenzi,nouns,3.95
2649,ffenestr,kifundo cha mguu,nouns,0.0
2650,treisgar,dhalimu,adjectives,0.35
2651,plasty,nyumba,nouns,0.15
2652,diflas,mkali,adjectives,0.15
2653,miniog,ncha kali,adjectives,0.15
2654,efelychiad,onyesho,nouns,0.15
2655,newydd,wa kale,adjectives,0.1
2656,barnwr,hakimu,nouns,1.5
2657,balchder,mjasiri,adjectives,0.75
2658,dyddiad,siku ya kuzaliwa,nouns,1.3
2659,methu,kukanya,verbs,0.2
2660,grawnfwyd,ngano,nouns,2.15
2661,gliniadur,kipakatio,nouns,0.35
2662,dyn,mshindi,nouns,0.1
2663,barn,chaguo,nouns,1.35
2664,harmoni,umoja,nouns,0.5
2665,amddiffyn,kuliinda,verbs,1.0
2666,yn wahanol,tofauti,adverbs,1.3
2667,plismon,polisi,nouns,0.1
2668,handlen,mpini,nouns,0.15
2669,danfon,kutuma,verbs,0.5
2670,dianc,kuhepa,verbs,0.05
2671,blaen,kidole cha mkono,nouns,0.8
2672,yn annheg,si kwa haki,adverbs,0.1
2673,arfordir,pwani,nouns,0.15
2674,rhyfedd,wa kigeni,adjectives,3.6
2675,cynhwysydd,panya,nouns,0.0
2676,gwerthu,kukumbusha,verbs,0.0
2677,pobl,puto,nouns,0.0
2678,newydd,mpya,adjectives,4.6
2679,gludedd,mnato,nouns,0.0
2680,sugnwr gwaed,vampire,nouns,0.95
2681,nos,alfajiri,nouns,0.2
2682,llwyddo,kujaribu,verbs,0.9
2683,bowlio,bowling,nouns,1.9
2684,awyren,ndege,nouns,0.0
2685,mawr,mpana,adjectives,3.4
2686,perllan,kiunga,nouns,0.0
2687,cymryd rhan,kusema,verbs,0.05
2688,diemwnt,hela,nouns,0.75
2689,trosedd,udanganyifu,nouns,2.85
2690,yn naturiol,kiasili,adverbs,0.1
2691,athro,rafiki,nouns,0.5
2692,ffuglen,wasifu,nouns,0.45
2693,tynnu,kuchora,verbs,0.05
2694,ffrio,kaanga,verbs,1.05
2695,arbediad,kuokoa,nouns,3.05
2696,yn gyfiawn,kwa ,adverbs,0.3
2697,dur,feleji,nouns,1.45
2698,yn oddefol,kwa kutegemewa,adverbs,0.1
2699,anghenus,mhitaji,adjectives,0.4
2700,gwydn,rahisi,adjectives,0.05
2701,swm,jumla,nouns,0.8
2702,deffro,kuamka,verbs,0.1
2703,gwm,fizi,nouns,0.2
2704,papur wal,karatasi ya kupamba ukuta,nouns,1.35
2705,yn greadigol,kiubunifu,adverbs,1.35
2706,rhoi,kujua,verbs,0.0
2707,llaw,ukucha,nouns,0.7
2708,cywilydd,kua na aibu,adjectives,0.0
2709,rheolaeth,kazi,nouns,0.5
2710,llyfn,nyororo,adjectives,0.15
2711,mab,baba,nouns,0.7
2712,collfarnu,laani,verbs,0.6
2713,amsugno,kutoa,verbs,1.2
2714,trwyn,koo,nouns,0.5
2715,sychu,kupanguza,verbs,0.3
2716,llywydd,uchafuzi,nouns,0.1
2717,diflas,zorota,adjectives,0.05
2718,cawl,chakula cha usiku,nouns,0.85
2719,ymerawdwr,mtawala,nouns,1.8
2720,caffael,kujiunga,verbs,0.15
2721,annog,kukanya,verbs,0.1
2722,newydd,ya zamani,adjectives,0.05
2723,botwm,nguo,nouns,0.4
2724,iris,boriti,nouns,0.05
2725,sarhau,kutukana,verbs,2.95
2726,cig eidion,nyama ya ng'ombe,nouns,3.0
2727,chwydu,kutapika,verbs,0.0
2728,haearn,vitamini,nouns,0.4
2729,hurt,hodari,adjectives,0.1
2730,dysgu,kufyonza,verbs,0.35
2731,cofleidio,kukumbatia,verbs,2.4
2732,blwch  ,kofia,nouns,0.05
2733,egluro,kufafanua,verbs,4.3
2734,lleoli,kutafuta,verbs,0.9
2735,clymu,kuvunga,verbs,0.7
2736,dewis,kutaka,verbs,0.95
2737,sgïo,skiing,nouns,2.05
2738,teclyn,chungu,nouns,0.3
2739,ffotoffon,picha,nouns,0.15
2740,arnofio,kuelea,verbs,0.0
2741,afu,pafu,nouns,0.65
2742,brawd,roho ,nouns,0.05
2743,pili-pala,kipepeo,nouns,0.25
2744,ceg,jino,nouns,1.1
2745,ymosodol,kua na hasira,adjectives,0.05
2746,gweinidogaeth,huduma,nouns,0.15
2747,banciwr,mwanasheria,nouns,0.65
2748,gwythïen,chombo,nouns,0.05
2749,troed,kichwa,nouns,0.35
2750,argymell,kushauri,verbs,3.95
2751,troi drosodd,kuhuzunika,verbs,0.0
2752,dôl,nyasi,nouns,2.3
2753,anrheg,zawadi,nouns,0.0
2754,pen,kalamu,nouns,0.0
2755,corff,kifua,nouns,1.45
2756,bod mewn dyled,kukopesha,verbs,1.2
2757,holi,ulizia,verbs,1.45
2758,angen,kuandaa,verbs,0.1
2759,maer,mkuu,nouns,1.55
2760,difetha,kuharibu,verbs,0.0
2761,canlyn,kushawishi,verbs,0.5
2762,cyflym,wa kasi,adjectives,5.1
2763,rheoli,kudhibiti,verbs,0.6
2764,uno,kuunganisha,verbs,0.2
2765,anghofio,kudumisha,verbs,0.05
2766,tram,tramu,nouns,2.45
2767,marw,kufariki,verbs,1.5
2768,penelin,kifundo cha mguu,nouns,0.7
2769,parêd,umati,nouns,1.1
2770,codi,kulea,verbs,0.0
2771,band,subira,nouns,0.0
2772,basged,mpira,nouns,0.2
2773,ffidil,fidia,nouns,0.5
2774,onest,ana hatia,adjectives,0.15
2775,modur,injini,nouns,4.35
2776,tanc,tenki,nouns,0.75
2777,galaeth,giligili,nouns,0.0
2778,morwyn,msaidizi,nouns,2.65
2779,modryb,mpwa,nouns,0.55
2780,euog,mkweli,adjectives,0.15
2781,crwt,mtoto wa kike,nouns,1.4
2782,mam,baba,nouns,1.05
2783,ffilm,filamu,nouns,0.0
2784,sigâr,sanduku ,nouns,0.0
2785,hyblyg,mkubwa sana,adjectives,0.25
2786,methu,kukosa,verbs,0.05
2787,yr un peth,sawa,adjectives,4.6
2788,meddal,laini,adjectives,0.0
2789,prynu,kupata,verbs,0.55
2790,ystafell wely,baisikeli,nouns,0.0
2791,derbyn,kutuma,verbs,0.2
2792,afu,kiungo,nouns,1.95
2793,osgoi,kukataa,verbs,1.3
2794,system,mfumo,nouns,0.0
2795,esgus,jifanya,verbs,1.8
2796,atgoffa,kusahau,verbs,0.1
2797,cerbyd,basi,nouns,3.65
2798,drud,ghali,adjectives,0.0
2799,disgybl,rais,nouns,0.1
2800,sioe,onyesha,nouns,0.0
2801,colli,poteza,verbs,0.0
2802,dyrchafu,kukuinua,verbs,3.9
2803,jet,ndege,nouns,4.95
2804,gallu,ustadi,nouns,4.1
2805,busnes,viwanda,nouns,1.8
2806,deall,kusoma,verbs,0.8
2807,yn oddefol,pasipo tu,adverbs,0.3
2808,ceisio,kujaribu,verbs,0.0
2809,ffrind,mvulana,nouns,0.55
2810,caban,nyumba ndogo,nouns,3.55
2811,cansen siwgr,muwa,nouns,0.0
2812,gadael,kuchukua,verbs,0.05
2813,ar hyn o bryd,kwa sasa,adverbs,0.0
2814,cân,wimbo,nouns,0.7
2815,coffi,maharagwe,nouns,0.6
2816,sefyll,kusimama,verbs,0.5
2817,atwrnai,mwanasheria,nouns,4.6
2818,wedi tyfu,umekua,adjectives,0.05
2819,harddwch,uzuri,nouns,0.15
2820,canol,tumbo,nouns,0.95
2821,pellter,umbali,nouns,0.05
2822,priffordd,jukumu,nouns,0.1
2823,pen,mguu,nouns,0.35
2824,taro,piga,verbs,1.1
2825,mynd  ,kuanza,verbs,0.25
2826,blodyn,subira,nouns,0.1
2827,eisiau,kuchagua,verbs,0.95
2828,yn annhebygol,sio rahisi,adverbs,0.0
2829,ymddangos,kuwa,verbs,1.25
2830,cymryd yn ganiataol,kutabiri,verbs,1.5
2831,yn fras,kwa kukadiria,adverbs,0.2
2832,unwaith,mara moja,adverbs,0.3
2833,mynd i mewn,kudaiwa,verbs,0.1
2834,perfedd,neva,nouns,0.3
2835,tywod,mchanga,nouns,0.05
2836,niwrosis,ugonjwa wa neurosis,nouns,1.1
2837,chwibanu,mluzi,verbs,0.05
2838,nyddu,kufuma,verbs,0.7
2839,deallusrwydd,ustadi,nouns,2.1
2840,log,kuni,nouns,3.75
2841,cael,kujipatia,verbs,3.2
2842,plesio,kusihi,verbs,0.2
2843,lemwn,chai,nouns,0.45
2844,motel,hoteli,nouns,1.8
2845,dod yn,kutengeneza,verbs,0.1
2846,iard,inchi,nouns,1.35
2847,amsugno,kumiliki,verbs,0.2
2848,portreadu,kuamua,verbs,0.05
2849,ymddwyn,kutii,verbs,1.7
2850,cliw,neno,nouns,0.4
2851,gogledd,kusini,nouns,0.45
2852,unigryw,ya pekee,adjectives,0.25
2853,dimai,mke,nouns,0.05
2854,darllenydd,mtunzi,nouns,0.3
2855,gwisgo,kuvaa,verbs,0.05
2856,yn bennaf,hasa,adverbs,2.4
2857,paraseicoleg,parasaikolojia,nouns,2.75
2858,llygoden fawr,panya,nouns,3.55
2859,aros,kudumisha,verbs,0.1
2860,ennill,kustahili,verbs,0.4
2861,dadlau,kulalamika,verbs,1.05
2862,capel,mnara,nouns,0.15
2863,unffurf,sare,adjectives,0.05
2864,gwely,chumba,nouns,0.4
2865,derbyn,kukana,verbs,0.15
2866,cyhyrau,ulimi,nouns,1.05
2867,twp,mjinga,adjectives,0.5
2868,beic,chumba cha kulala,nouns,0.0
2869,pibell,bustani,nouns,0.05
2870,cnoi,kung'ata,verbs,0.2
2871,asgwrn,goti,nouns,1.05
2872,sylweddol,muhimu,adjectives,0.0
2873,cymryd rhan,kujiunga,verbs,4.05
2874,haeddu,kuchuma,verbs,0.4
2875,gwely,blanketi,nouns,1.2
2876,cymryd,kurithi,verbs,1.1
2877,cleddyf,sime,nouns,0.35
2878,angen,kutafiti,verbs,0.05
2879,yn syth,papo hapo,adverbs,1.5
2880,gwddf,ulimi,nouns,0.8
2881,caws,mkate,nouns,0.4
2882,canwr,mwimbaji,nouns,0.6
2883,rhadlon,inayotoka,adjectives,0.15
2884,unwaith,mara moja,adverbs,1.5
2885,rhyddid,kujitawala,nouns,4.9
2886,cinio,kuku,nouns,0.65
2887,cath,mbwa,nouns,0.75
2888,cul,mrefu,adjectives,0.3
2889,parti,sherehe,nouns,0.2
2890,caniatáu,kuruhusu,verbs,0.0
2891,planed,sayari,nouns,2.85
2892,llyfr,kitabu,nouns,1.6
2893,trallod,ukiwa,nouns,2.75
2894,yn bwysig,bila masihara,adverbs,2.2
2895,asgwrn,kifundo cha mguu,nouns,1.55
2896,eilradd,mdogo,adjectives,0.0
2897,mae'n debyg,inaonekana,adverbs,0.15
2898,organ,ini,nouns,1.95
2899,neidio,kuruka,nouns,0.0
2900,nyrs,mwanasayansi,nouns,0.35
2901,rhyfedd,ya kushangaza,adjectives,0.1
2902,casglwr,mkusanyaji,nouns,0.0
2903,swyddog,ofisa,nouns,0.75
2904,anystwyth,ngumu,adjectives,0.15
2905,gwn,bunduki,nouns,0.6
2906,gwefus,nyonga,nouns,0.15
2907,chwalu,kuvunja,verbs,3.95
2908,modd,njia,nouns,0.75
2909,yfed,kunywa,verbs,0.15
2910,ffasiwn,mtindo,nouns,2.95
2911,ceirchen,ngano,nouns,0.1
2912,yn ysgafn,wepesi,adverbs,0.0
2913,gwirio,kusema,verbs,0.2
2914,tarth,wingu,nouns,3.15
2915,creu,kuchuma,verbs,0.2
2916,dilyn,kufuata,verbs,1.9
2917,heddwch,amani,nouns,0.2
2918,cyhuddo,laumu,verbs,5.05
2919,glaw mân,mvua,nouns,4.2
2920,oedolyn,mlezi,nouns,1.65
2921,brechdan,nyama,nouns,0.4
2922,arian,lulu,nouns,0.15
2923,cyhyr,mkono,nouns,0.45
2924,iâ,barafu,nouns,3.4
2925,hawdd,imara,adjectives,0.05
2926,llonydd,utulivu,adjectives,0.8
