ID,POL,RUS,PoS,score
2799,kreatywnie,первоначально,adverbs,0.2
2800,aeronautyka,авионики,nouns,1.8
2801,zrealizować,становиться,verbs,1.45
2802,szalony,больной,adjectives,1.85
2803,nadgarstek,кисть,nouns,2.05
2804,płaszczyzna,простынь,nouns,0.25
2805,strzała,мишень,nouns,0.65
2806,pałac,небоскреб,nouns,0.95
2807,opera,кино,nouns,0.85
2808,przestraszony,нервный,adjectives,1.55
2809,gracz,тренер,nouns,0.65
2810,helikopter,самолет,nouns,1.55
2811,osoba,животное,nouns,0.4
2812,poniżać,утешать,verbs,0.05
2813,snowboard,лыжи,nouns,1.95
2814,zagotowany,варёный,adjectives,3.2
2815,zabić,вешать,verbs,1.65
2816,widowisko,математик,nouns,0.0
2817,telefon,потерпевший,nouns,0.0
2818,uczęszczać,приходить,verbs,2.55
2819,przedział,платформа,nouns,0.65
2820,definicja,словарь,nouns,1.95
2821,trudny,легкий,adjectives,0.1
2822,specjalny,ценный,adjectives,2.3
2823,mięsień,рука,nouns,1.2
2824,sekularysta,религия,nouns,0.2
2825,butelka,банка,nouns,1.25
2826,różnić się,соответствовать,verbs,0.0
2827,kursor,чип,nouns,0.1
2828,flora,природа,nouns,3.0
2829,stary,свежий,adjectives,0.05
2830,podłoga,крыша,nouns,0.6
2831,pewność siebie,самость,nouns,1.65
2832,ranić,пинать,verbs,1.7
2833,mętny,неясный,adjectives,4.2
2834,zdolność,сила,nouns,0.9
2835,potrzebujący,беспомощный,adjectives,2.45
2836,ręka,запястье,nouns,2.05
2837,wiedzieć,понимать,verbs,2.0
2838,chłopiec,рис,nouns,0.0
2839,ekran,фонология,nouns,0.0
2840,alkohol,виски,nouns,2.7
2841,ciężki,трудный,adjectives,3.6
2842,stać się,делать,verbs,0.5
2843,zniknąć,пропадать,verbs,4.85
2844,raz,дважды,adverbs,0.05
2845,zaczynać,идти,verbs,0.15
2846,zawsze,дважды,adverbs,0.1
2847,dać,красть,verbs,0.0
2848,przyłączyć się,покидать,verbs,0.0
2849,niemowlę,взрослый,nouns,0.4
2850,szczęśliwy,радостный,adjectives,4.5
2851,chojnie,любезно,adverbs,2.2
2852,pojazd,автобус,nouns,2.65
2853,odmawiać,принимать,verbs,0.0
2854,bystry,тупой,adjectives,0.15
2855,młody,счастливый,adjectives,0.25
2856,notatka,задание,nouns,0.65
2857,muzyka,флейта,nouns,0.8
2858,katastrofa,смерть,nouns,1.6
2859,przemysł,предприятие,nouns,1.95
2860,oaza,свобода,nouns,0.4
2861,rzadko,обычно,adverbs,0.05
2862,bóg,отец,nouns,1.8
2863,kłaść,давать,verbs,0.55
2864,książka,статья,nouns,1.0
2865,wskaźnik,слайд,nouns,0.0
2866,psuć,нюхать,verbs,0.6
2867,bateria,энергия,nouns,1.9
2868,skromny,чистый,adjectives,0.6
2869,behawioryzm,терапия,nouns,1.05
2870,silnik,мотор,nouns,4.6
2871,lotnisko,самолет,nouns,1.1
2872,dać,одалживать,verbs,1.5
2873,ojciec,родитель,nouns,4.45
2874,tygodniowy,ежемесячный,adjectives,0.35
2875,garncarstwo,керамика,nouns,3.3
2876,szampan,пиво,nouns,1.25
2877,piąty,первый,adjectives,0.0
2878,baseball,братство,nouns,0.3
2879,gwiazda,планета,nouns,2.25
2880,głodny,усталый,adjectives,0.4
2881,trudny,простой,adjectives,0.0
2882,glina,штурман,nouns,0.0
2883,program,питание,nouns,0.25
2884,śmieszny,печальный,adjectives,0.0
2885,księżniczka,остров,nouns,0.0
2886,niecenzuralny,внебрачный,adjectives,0.15
2887,niemoralny,нелегальный,adjectives,0.75
2888,śniadanie,ужин,nouns,0.45
2889,ruszać,ткать,verbs,0.0
2890,liść,саженец,nouns,0.55
2891,góra,выступ,nouns,1.7
2892,siedzenie,наклон,nouns,0.15
2893,radość,гордость,nouns,1.5
2894,ciało,желудок,nouns,1.25
2895,drzwi,звонок,nouns,0.6
2896,czasami,регулярно,adverbs,0.35
2897,dumny,печальный,adjectives,0.05
2898,schronienie,хижина,nouns,1.95
2899,łyżka,сок,nouns,0.15
2900,książka,текст,nouns,2.0
2901,garnek,прибор,nouns,0.3
2902,możliwie,оптимистически,adverbs,0.8
2903,przybywać,посещать,verbs,1.55
2904,znaleźć,убегать,verbs,0.0
2905,rutynowo,обычно,adverbs,4.05
2906,sokół,орел,nouns,1.5
2907,drewno,бумага,nouns,0.85
2908,telewizja,коммуникация,nouns,1.65
2909,bawełna,свитер,nouns,0.85
2910,dziecko,мальчик,nouns,3.15
2911,powietrze,гелий,nouns,1.4
2912,zmysł,интуиция,nouns,3.95
2913,niedawno,теперь,adverbs,0.4
2914,płot,прыжки,nouns,0.4
2915,pęcherz,иллюстрация,nouns,0.0
2916,wampir,летучая мышь,nouns,0.5
2917,świeży,старый,adjectives,0.05
2918,wgląd,факт,nouns,2.35
2919,gniewny,нерешительный,adjectives,0.2
2920,zamykać,срыгивать,verbs,0.0
2921,wybrzeże ,берег,nouns,4.2
2922,niesprawiedliwie,довольно,adverbs,0.1
2923,przed,после,adverbs,0.2
2924,jedwabnik,гусеница,nouns,2.85
2925,bieda,богатство,nouns,0.2
2926,wrogość,агрессивность,nouns,4.85
2927,meble,квартира,nouns,0.75
2928,zlokalizować,находить,verbs,4.1
2929,odpowiedzialnie,независимо,adverbs,0.4
2930,ubrania,ткань,nouns,1.3
2931,przekonanie,ценность,nouns,1.3
2932,satysfakcjonować,понимать,verbs,0.35
2933,podbój,псалом,nouns,0.0
2934,przestrzegać,слушать,verbs,1.7
2935,rolnictwo,монокультура,nouns,1.1
2936,agresja,враждебность,nouns,4.85
2937,ubrania,ящик,nouns,0.5
2938,drzwi,присутствие,nouns,0.1
2939,morze,река,nouns,1.1
2940,biznes,промышленность,nouns,1.95
2941,skóra,велосипед,nouns,0.0
2942,zostać,ждать,verbs,1.25
2943,nalewać,отекать,verbs,0.8
2944,baseball,баскетбол,nouns,1.35
2945,wzrost,удобрение,nouns,0.4
2946,wędrować,покидать,verbs,0.55
2947,pole,домик,nouns,0.85
2948,pojęcie,верование,nouns,1.45
2949,ocena,школа,nouns,0.8
2950,zlecenie,примечание,nouns,0.65
2951,plaża,риф,nouns,0.7
2952,egzamin,учебный план,nouns,0.4
2953,zamieszki,рисование,nouns,0.0
2954,motyl,роза,nouns,0.4
2955,sufit,крыша,nouns,2.25
2956,smartfon,ананас,nouns,0.0
2957,panna młoda,жених,nouns,1.0
2958,chirurgia,сердце,nouns,0.55
2959,czarodziej,кабель,nouns,0.0
2960,biegać,ездить,verbs,0.3
2961,gwóźdź,кисть,nouns,0.65
2962,moc,сила,nouns,4.45
2963,odznaka,стекло,nouns,0.05
2964,brać,нести,verbs,0.15
2965,ostry,гладкий,adjectives,0.2
2966,akceptować,прощать,verbs,1.85
2967,mięsień,язык,nouns,1.05
2968,jednoczyć,связывать,verbs,3.65
2969,zęby,кость,nouns,1.8
2970,atmosfera,озон,nouns,1.9
2971,śmiać się,петь,verbs,0.2
2972,łóżko,больница,nouns,0.65
2973,kobieta,секретарь,nouns,1.25
2974,tłok,мотор,nouns,1.9
2975,kręgosłup,тело,nouns,1.05
2976,zatrzymywać,запрещать,verbs,1.25
2977,mięta,жвачка,nouns,0.3
2978,przypomnieć,сказать,verbs,1.2
2979,palec (u nogi),палец,nouns,5.25
2980,rzadki,экзотичный,adjectives,4.75
2981,zupa,ужин,nouns,1.3
2982,pewnie,явно,adverbs,3.1
2983,ubrania,шкаф,nouns,0.4
2984,spróbować,намереваться,verbs,2.45
2985,poranek,день,nouns,1.75
2986,kierowca,пилот,nouns,1.9
2987,niechlujny,порядоченный,adjectives,0.15
2988,zmienić,изменять,verbs,2.7
2989,dzisiaj wieczorem,сегодня,adverbs,1.9
2990,żeglarz,капитан,nouns,2.35
2991,mnożyć,делить,verbs,0.15
2992,samochód,шланг,nouns,0.65
2993,pochować,умереть,verbs,1.05
2994,koperta,украшение,nouns,0.2
2995,król,правитель,nouns,4.75
2996,giętki,движимый,adjectives,1.3
2997,dokuczać,обижать,verbs,2.7
2998,głęboko,в основном,adverbs,0.0
2999,pojemnik,платформа,nouns,0.1
3000,kręglarz,боулинг,nouns,1.9
3001,bronić,убивать,verbs,0.15
3002,cyklon,тайфун,nouns,3.9
3003,spragniony,голодный,adjectives,1.05
3004,doktor,профессор,nouns,1.35
3005,ciało,рука,nouns,1.3
3006,trwożnie,нервно,adverbs,2.4
3007,pomagać,просить,verbs,0.1
3008,boleć,падать,verbs,0.6
3009,mówić,признавать,verbs,0.65
3010,podłoga,палуба,nouns,1.85
3011,algebra,операция,nouns,0.2
3012,kwestowanie,развитие,nouns,0.05
3013,wymieszać,пить,verbs,0.1
3014,komunikacja,язык,nouns,1.9
3015,schludny,чистый,adjectives,4.25
3016,przekonanie,цветок,nouns,0.05
3017,święty,драгоценный,adjectives,1.6
3018,biologia,анатомия,nouns,1.9
3019,wierzch,бок,nouns,0.35
3020,wytrzymałość,повязка,nouns,0.0
3021,obiecywać,клясться,verbs,3.75
3022,zstępować,отходить,verbs,0.95
3023,rozprzestrzeniać się,расти,verbs,3.3
3024,tępy,умный,adjectives,0.05
3025,film,фильм,nouns,4.35
3026,zabić,душить,verbs,2.15
3027,pojawić się,становиться,verbs,1.1
3028,balon,ванна,nouns,0.0
3029,normalny,ненормальный,adjectives,0.05
3030,mówić,шептать,verbs,1.7
3031,panna młoda,принцесса,nouns,0.4
3032,uchwyt,белок,nouns,0.0
3033,odchodzić,присоединиться,verbs,0.0
3034,spalić,душить,verbs,0.1
3035,wujek,тетя,nouns,1.0
3036,głośno,тонко,adverbs,0.0
3037,nasienie,горчица,nouns,0.7
3038,prawdopodobnie,возможно,adverbs,4.2
3039,książę,республика,nouns,0.15
3040,osądzać,давать показания,verbs,0.25
3041,śniadanie,бекон,nouns,0.95
3042,uderzyć,упускать,verbs,0.05
3043,pożyczyć,задолжать,verbs,1.9
3044,zamieć,дождь,nouns,0.95
3045,otrzymywać,брать,verbs,1.7
3046,podejrzany,человек,nouns,0.35
3047,dziwny,необычный,adjectives,4.4
3048,czasem,конечно,adverbs,0.15
3049,akapit,письмо,nouns,0.6
3050,łokieć,кость,nouns,1.05
3051,gwizdać,останавливаться,verbs,0.05
3052,ministerstwo,султан,nouns,0.15
3053,protestant,кристиан,nouns,1.7
3054,udawać,воображать,verbs,2.05
3055,krew,мозг,nouns,0.65
3056,rozpadać się,уничтожить,verbs,1.1
3057,wschód słońca,закат,nouns,0.45
3058,destrukcja,построение,nouns,0.15
3059,sonet,красота,nouns,0.15
3060,szowinista,предубеждение,nouns,1.35
3061,opłata,примечание,nouns,0.0
3062,kraść,давать,verbs,0.0
3063,kurtka,одежда,nouns,1.95
3064,drzwi,окно,nouns,0.8
3065,naturalnie,тихо,adverbs,0.05
3066,powtarzać,практиковаться,verbs,2.45
3067,stulecie,спиртное,nouns,0.05
3068,wygrać,отбивать,verbs,1.55
3069,emocjonalnie,грустно,adverbs,0.85
3070,żona,женщина,nouns,2.1
3071,zanieczyszczenie,президент,nouns,0.1
3072,rzadki,необычный,adjectives,4.15
3073,łatwo,удобно,adverbs,2.0
3074,kanapa,кровать,nouns,3.85
3075,archeologia,антропология,nouns,1.15
3076,szczęśliwy,злой,adjectives,0.05
3077,płakać,смеяться,verbs,0.05
3078,królowa,пчела,nouns,1.05
3079,zachód słońca,рассвет,nouns,0.45
3080,dzień,утро,nouns,1.75
3081,twórca,изготовитель,nouns,3.65
3082,rodzic,взрослый,nouns,2.0
3083,sałatka,уксус,nouns,0.45
3084,chrześcijanin,протестант,nouns,1.7
3085,cząsteczka,матрица,nouns,0.6
3086,zakrzywiony,изогнутый,adjectives,4.95
3087,dokładnie,неаккуратно,adverbs,0.0
3088,facet,друг,nouns,1.4
3089,rozszczepienie,факторизация,nouns,1.15
3090,inaczej,терминально,adverbs,0.35
3091,świt,ночь,nouns,0.35
3092,zasługiwać,зарабатывать,verbs,1.7
3093,pikantny,слабый,adjectives,0.0
3094,gryźć,драться,verbs,0.8
3095,ciasno,невероятно,adverbs,0.3
3096,zderzyć się,разбивать,verbs,1.15
3097,krytykować,замечать,verbs,1.1
3098,rower,кожа,nouns,0.0
3099,przytulić,держать,verbs,0.7
3100,masło,картофель,nouns,0.5
3101,niebezpieczeństwo,угроза,nouns,5.35
3102,grad,дождь,nouns,1.1
3103,sweter,пиджак,nouns,0.95
3104,poważnie,важно,adverbs,2.75
3105,kryształ,стекло,nouns,2.3
3106,ramię,мускул,nouns,1.2
3107,tramwaj,поезд,nouns,1.8
3108,styl,элегантность,nouns,4.2
3109,gorączka,грипп,nouns,1.25
3110,dodawać,умножать,verbs,0.25
3111,kość,челюсть,nouns,1.15
3112,wiek,красота,nouns,0.3
3113,zgadzać się,различаться,verbs,0.0
3114,osobisty,интимный,adjectives,3.55
3115,rezygnować,начинать,verbs,0.05
3116,kandydat,победитель,nouns,0.75
3117,pisarz,роман,nouns,0.8
3118,zwyczajny,холодный,adjectives,0.0
3119,dama,господин,nouns,1.5
3120,przestępstwo,нарушение,nouns,3.75
3121,łóżko,спальня,nouns,1.45
3122,róża,бабочка,nouns,0.4
3123,zachować,лелеять,verbs,0.8
3124,gwałtowny,мягкий,adjectives,0.0
3125,wieczerza,завтрак,nouns,0.45
3126,klasztor,душ,nouns,0.0
3127,ogon,глава,nouns,0.1
3128,posiłek,ужин,nouns,3.85
3129,pielęgniarka,ученый,nouns,0.05
3130,zadowalać,ладить,verbs,1.05
3131,nudny,усталый,adjectives,0.4
3132,tłum ,парад,nouns,1.8
3133,miękki,агрессивный,adjectives,0.0
3134,obalać,разрешать,verbs,0.05
3135,bezpieczeństwo,комфорт,nouns,0.9
3136,nienawidzić,критиковать,verbs,1.2
3137,kawa ,боб,nouns,0.95
3138,smutek,стыд,nouns,0.6
3139,dzielić,умножать,verbs,0.15
3140,cela,комната,nouns,1.7
3141,domek,лагерь,nouns,0.85
3142,zespół,износоустойчивость,nouns,0.0
3143,udawać,лгать,verbs,3.0
3144,lista,матрица,nouns,1.25
3145,manuskrypt,книга,nouns,2.15
3146,żołądek,тело,nouns,1.25
3147,dusić,убивать,verbs,2.15
3148,wóz,контейнер,nouns,0.1
3149,książka,история,nouns,1.8
3150,biskup,архиепископ,nouns,2.35
3151,pobieżnie,минимально,adverbs,0.55
3152,ziarnko,кофе,nouns,0.95
3153,powiedzieć,участвовать,verbs,0.3
3154,dolar,народ,nouns,0.0
3155,iglica,часовня,nouns,0.9
3156,pakt,соглашение,nouns,4.65
3157,dzieciak,дочь,nouns,1.85
3158,weekend,гонка,nouns,0.0
3159,mężczyzna,женщина,nouns,0.3
3160,ręka,ноготь,nouns,0.65
3161,czytać,укусить,verbs,0.0
3162,prestiż,богатство,nouns,0.95
3163,bark,голова,nouns,0.65
3164,zniknąć,находить,verbs,0.0
3165,mężczyzna,дядя,nouns,1.9
3166,dentysta,ортодонт,nouns,4.3
3167,myśleć,решать,verbs,1.95
3168,domek,коттедж,nouns,4.8
3169,kopalnia,камень,nouns,0.4
3170,nienawidzić,наслаждаться,verbs,0.0
3171,deklarować,объявлять,verbs,4.95
3172,rosnąć,расширяться,verbs,3.3
3173,trener,игрок,nouns,0.65
3174,wierzyć,принимать,verbs,1.15
3175,zbierać,организовать,verbs,2.3
3176,król,непотизм,nouns,0.5
3177,akcja,игра,nouns,1.8
3178,prawnik,галерея,nouns,0.0
3179,iść,продавать,verbs,0.4
3180,niesamowity,прекрасный,adjectives,5.25
3181,biodro,губа,nouns,0.4
3182,błagać,занимать,verbs,0.75
3183,daleko,домой,adverbs,0.1
3184,samochód,автомобиль,nouns,5.55
3185,płakać,реветь,verbs,4.85
3186,atak,преступление,nouns,1.25
3187,nie zgadzać się,соглашаться,verbs,0.05
3188,miasteczko,город,nouns,3.65
3189,emocja,страсть,nouns,2.3
3190,uczęszczać,появляться,verbs,1.15
3191,ostry,тупой,adjectives,0.05
3192,otrzymywać,достигать,verbs,1.6
3193,nauczyciel,раввин,nouns,1.75
3194,oczywisty,заметный,adjectives,2.9
3195,zwycięzca,присутствие,nouns,0.1
3196,tradycja,ремесло,nouns,0.35
3197,unikatowy,противоположный,adjectives,0.3
3198,szybko,срочно,adverbs,3.9
3199,most,автомобиль,nouns,0.2
3200,pistolet,тетрадь,nouns,0.0
3201,drzwi,пол,nouns,0.5
3202,śpiewać,плавать,verbs,0.05
3203,zły,великолепный,adjectives,0.0
3204,lód,снег,nouns,2.2
3205,bańka,пена,nouns,1.6
3206,inaczej,странно,adverbs,1.6
3207,wyspa,принцесса,nouns,0.0
3208,ksiądz,бог,nouns,0.85
3209,diabeł,бог,nouns,0.25
