ID,FIN,SWA,PoS,score
2624,luu,mkono,nouns,1.0
2625,eri tavalla,kitofauti,adverbs,0.1
2626,tulokset,alama,nouns,0.5
2627,lopettaa,kuanza,verbs,0.25
2628,kylmä,baridi,adjectives,0.0
2629,aihe,mada,nouns,0.25
2630,todiste,ukweli,nouns,2.3
2631,tila,hisia,nouns,1.3
2632,sinappi,mbegu,nouns,0.6
2633,pyhimys,mkosaji,nouns,0.25
2634,tee,limau,nouns,0.35
2635,suostutella,kufuatilia,verbs,0.65
2636,tuli,moto,nouns,0.1
2637,lista,orodha,nouns,0.65
2638,hermo,mwili,nouns,0.9
2639,palauttaa,kurudisha,verbs,0.4
2640,keskimääräinen,wastani,adjectives,0.6
2641,palmu,kidole,nouns,0.6
2642,kirjallisuus,neno,nouns,0.7
2643,menettää,kuweka,verbs,0.1
2644,savuke,tumbaku,nouns,4.85
2645,saalis,mungu,nouns,0.0
2646,vaikea,rahisi,adjectives,0.2
2647,keskustelu,uongofu,nouns,0.0
2648,epätodennäköisesti,sio rahisi,adverbs,0.0
2649,haalistua,kufifia,verbs,0.55
2650,häpeissään oleva,jisikia aibu,adjectives,0.3
2651,kutistua,kukua,verbs,0.25
2652,kirja,makala,nouns,1.4
2653,tappaa,kukaba,verbs,0.6
2654,pilvinen sää,kivuli cha mawingu,nouns,0.5
2655,nainen,mke,nouns,3.45
2656,epäkypsä,kutokomaa,adjectives,0.2
2657,muoti,mtindo,nouns,0.7
2658,teeskennellä,kuonekana,verbs,0.55
2659,takki,kofia,nouns,1.0
2660,moottoritie,gari,nouns,0.55
2661,järjestäytynyt,kupanga,verbs,0.2
2662,kuppi,kijiko,nouns,0.95
2663,ymmärrys,akili,nouns,3.05
2664,huonekalut,fleti,nouns,0.35
2665,ottaa,kumiliki,verbs,1.25
2666,ylpeä,kujivunia,adjectives,0.0
2667,iso,mzito,adjectives,1.6
2668,ranta,mchanga,nouns,0.8
2669,tila,hasira,nouns,0.3
2670,haukka,ndege,nouns,3.4
2671,liiketoiminta,kampuni,nouns,2.95
2672,muotoutumaton,kutobadilishwa,adjectives,0.3
2673,ihmeellinen,maridadi,adjectives,0.8
2674,ilmailu,safari ya angani,nouns,3.15
2675,kristitty,mkristo,nouns,3.6
2676,galaksi,giligili,nouns,0.35
2677,jumala,roho,nouns,2.2
2678,negatiivinen,hasi,adjectives,0.6
2679,neuvottelu,jadiliano,nouns,1.9
2680,meteori,meteor,nouns,0.1
2681,viulu,chombo,nouns,2.3
2682,tuhota,haribu,verbs,1.35
2683,komero,nguo,nouns,0.35
2684,vitamiini,chuma,nouns,0.45
2685,myöntyä,kukubali,verbs,2.23
2686,arvioida,kuchanganua,verbs,4.2
2687,miehet,undugu,nouns,1.15
2688,johtokunta,panya,nouns,0.0
2689,kansi,sakafu,nouns,0.55
2690,ujo,aibu,adjectives,0.35
2691,hyökätä kimppuun,kushambulia,verbs,0.2
2692,varallisuus,umaarufu,nouns,0.4
2693,riisi,kuku,nouns,0.4
2694,kovakouraisesti,takribani,adverbs,0.3
2695,lainata,kupa,verbs,1.05
2696,kompastua,kujikwaa,verbs,2.6
2697,käsityö,kazi za mikono,nouns,0.2
2698,sytoplasma,cytoplasm,nouns,0.0
2699,olla eri mieltä,kataa,verbs,0.3
2700,säästää,kulinda,verbs,1.3
2701,pesäpallo,kochi,nouns,0.25
2702,diplomatia,diplomasia,nouns,1.9
2703,pysähtyä,kusimamisha,verbs,0.6
2704,salaatti,siki,nouns,0.3
2705,moottori,mashine,nouns,3.35
2706,lukko,kufuli,nouns,1.05
2707,pitää,kupa,verbs,0.3
2708,järjetön,ana wazimu,adjectives,5.05
2709,lannistaa,katisha tamaa,verbs,2.25
2710,muslimi,mwislamu,nouns,0.2
2711,lato,nyumba,nouns,2.55
2712,vuosisata,pombe,nouns,0.0
2713,ilmiselvästi,ni wazi,adverbs,0.03
2714,hotelli,fleti,nouns,0.95
2715,yhtye,subira,nouns,0.0
2716,anteliaasti,kwa ukarimu,adverbs,0.05
2717,tehdä tutkimusmatka,kupuuza,verbs,0.05
2718,matka,mwendo,nouns,4.0
2719,rikos,udanganyifu,nouns,3.35
2720,käytävä,mlango,nouns,0.55
2721,häntä,sura,nouns,0.0
2722,kirja,kitabu,nouns,1.85
2723,kersantti,mjeshi,nouns,0.55
2724,dyyni,dune,nouns,1.85
2725,tietokone,kompyuta,nouns,3.1
2726,isä,kaka,nouns,0.95
2727,ylpeä,mjasiri,adjectives,0.4
2728,kova,bila jasho,adjectives,0.05
2729,koulu,sheria,nouns,0.15
2730,halata,kumbatia,verbs,4.9
2731,kysyä,kuomba,verbs,2.55
2732,häpeissään oleva,mwenye kiasi,adjectives,0.2
2733,stressaantunut,kusisitiza,adjectives,0.2
2734,lisätä,kuzidisha,verbs,1.1
2735,strutsi,mbuni,nouns,0.0
2736,mies,mjomba,nouns,2.75
2737,henkilökunta,wafanyakazi,nouns,0.15
2738,homofoni,nyumba ya nyumbani,nouns,0.0
2739,fantastisesti,kimaajabu,adverbs,4.7
2740,runoilija,mshairi,nouns,0.65
2741,syyllinen,mbaya,adjectives,1.4
2742,baari,zizi,nouns,0.5
2743,likainen,mwembamba,adjectives,0.0
2744,asetyylikoliini,acetylcholine,nouns,0.15
2745,vannoa,kuapa,verbs,4.55
2746,jänis,paka,nouns,0.85
2747,kunto,mvulana,nouns,0.0
2748,synkkä,wa kuchosha,adjectives,0.65
2749,mekaanisesti,kwa ustadi,adverbs,0.3
2750,omistaa,kuchukua,verbs,1.25
2751,työnantaja,mfanyakazi,nouns,1.05
2752,keisari,mtawala,nouns,0.3
2753,viski,jini,nouns,2.3
2754,mennä,kuingia,verbs,0.55
2755,kartano,nyumba,nouns,0.05
2756,suurkaupunki,jiji,nouns,4.2
2757,elefantti,ndovu,nouns,0.4
2758,hevonen,mbwa,nouns,1.0
2759,huippu,juu,adjectives,0.05
2760,voimakas tuuli,upepo mkali,nouns,0.0
2761,amerikkalainen jalkapallo,burudani,nouns,0.6
2762,petos,uhalifu,nouns,3.35
2763,parlamentti,bunge,nouns,3.25
2764,lapsi,mwanaume,nouns,0.7
2765,pallo,mzinga,nouns,0.1
2766,suorittaa loppuun,kumaliza,verbs,3.85
2767,mielipide,chaguo,nouns,1.2
2768,idea,mpango,nouns,0.75
2769,ovi,jiko,nouns,0.2
2770,mieletön,safi,adjectives,0.05
2771,istunto,kikao,nouns,0.1
2772,summa,jumla,nouns,1.0
2773,petos,ulaghai,nouns,2.45
2774,kulma,tao,nouns,1.3
2775,paistaa,kaanga,verbs,1.55
2776,mehu,matofaa,nouns,0.85
2777,opettaja,mkufunzi,nouns,4.25
2778,pääkirjoitus,uhariri,nouns,1.1
2779,poimia,chagua,verbs,4.35
2780,tuhota,kuumba,verbs,0.25
2781,järvi,ziwa,nouns,0.2
2782,nauttia,kufurahia,verbs,0.15
2783,rannikkoalue,ufuko,nouns,nan
2784,kuningas,mtoto wa mfalme,nouns,2.45
2785,väkijoukko,fungu,nouns,0.1
2786,pelästynyt,ogopa,adjectives,0.7
2787,ruoho,mzizi,nouns,0.7
2788,esinahka,govi,nouns,1.45
2789,hoikka,mwembamba,adjectives,3.75
2790,välttää,kujiweka mbali,verbs,1.3
2791,turkki,bunduki,nouns,0.0
2792,valita,kutaka,verbs,0.8
2793,syvyys,ukubwa,nouns,1.25
2794,naru,uzi,nouns,0.0
2795,paha,mbaya,adjectives,0.53
2796,merimies,kapteni,nouns,2.3
2797,sänky,fanicha,nouns,2.45
2798,pelaaja,mchezaji,nouns,1.1
2799,juhla,watu,nouns,0.5
2800,kokoontua,kukutana,verbs,2.75
2801,mies,mshindi,nouns,0.15
2802,kylpy,mke,nouns,0.0
2803,hävitä ,kutafuta,verbs,0.25
2804,pitää,kutunza,verbs,2.45
2805,niska,mkono,nouns,0.7
2806,pakti,mapatano,nouns,5.05
2807,luokkahuone,ushoroba,nouns,0.55
2808,antaa,kukana,verbs,0.05
2809,ajaa,kuendesha,verbs,0.45
2810,tiedottaa,kujulisha,verbs,5.25
2811,laatikko,lifti,nouns,0.0
2812,niska,uti,nouns,0.75
2813,tyhmä,mjinga,adjectives,4.8
2814,yksityinen,faragha,adjectives,3.7
2815,tarina,mada,nouns,0.55
2816,vaikea,bila jasho,adjectives,0.25
2817,vaimo,mwanamke,nouns,3.45
2818,ajatella,kufikiria,verbs,1.35
2819,seistä,kusimama,verbs,0.4
2820,kriittinen,muhimu,adjectives,0.35
2821,epätäsmällisesti,si kwa usahihi,adverbs,0.2
2822,taivas,anga,nouns,0.1
2823,vaimo,mume,nouns,0.85
2824,suojella,kuweka,verbs,0.45
2825,tehdä yhteistyötä,kushiriki,verbs,3.0
2826,kulho,kichochoro,nouns,0.05
2827,alue,kanda,nouns,4.7
2828,johtokunta,kazi,nouns,0.7
2829,rabbi,mwalimu,nouns,1.8
2830,voileipä,chakula cha mchana,nouns,1.8
2831,pitää,kushindwa,verbs,0.1
2832,lisko,mjusi,nouns,0.0
2833,muurahainen,chungu,nouns,1.0
2834,mies,mpiganaji,nouns,1.1
2835,menestyä,kushinda,verbs,3.55
2836,huone,chumba,nouns,1.1
2837,osallistua,kukusanya,verbs,1.25
2838,omena,sosi,nouns,0.4
2839,farkut,jinzi,nouns,0.0
2840,kissa,sungura,nouns,0.85
2841,ajatella,kutafakari,verbs,5.55
2842,yksinkertainen,ngumu,adjectives,0.05
2843,lainata,kuuza,verbs,0.15
2844,maksu,malipo,nouns,4.2
2845,kaava,kuzidisha,nouns,0.0
2846,järkyttynyt,kasirika,adjectives,0.3
2847,itsevarmasti,kwa kujiamini,adverbs,0.1
2848,herttua,mjuzi,nouns,0.2
2849,kissa,mbwa,nouns,0.9
2850,välikäytävä,njia,nouns,0.75
2851,hyökkäys,shambulio,nouns,4.45
2852,tarina,hadithi,nouns,0.2
2853,käyttökelpoinen,inawezekana,adjectives,0.3
2854,hiihtäminen,skiing,nouns,1.55
2855,aggressiivinen,kua na hasira,adjectives,0.05
2856,valloitus,safari,nouns,0.3
2857,luonnollisesti,kwa uhalisia,adverbs,0.5
2858,veli,roho ,nouns,0.05
2859,naiivi,mwenye pupa,adjectives,0.15
2860,ikä,urembo,nouns,0.2
2861,keilaaminen,bowling,nouns,2.1
2862,käsikirjoittaja,mwandishi wa filamu,nouns,0.4
2863,totuudenmukainen,enye ukweli,adjectives,0.25
2864,peitetty,kufunikwa,adjectives,1.35
2865,voittaa,kufanikisha,verbs,3.55
2866,sivuuttaa,kufanya utafiti,verbs,0.05
2867,orkesteri,bendi,nouns,4.8
2868,keittiö,bafu,nouns,0.75
2869,tehdä,kuacha,verbs,0.3
2870,länsi,kaskazini,nouns,0.7
2871,tuomita,kuhukumu,verbs,2.15
2872,vaimo,kuoga,nouns,0.0
2873,mahti,nguvu,nouns,3.4
2874,järjestys,menyu,nouns,0.45
2875,keitto,chakula cha usiku,nouns,1.05
2876,mekko,gauni,nouns,0.1
2877,ruoskia,kubuta,verbs,2.95
2878,sormi,kidole cha mguu,nouns,1.7
2879,kuvaaja,jedwali,nouns,3.3
2880,antaa,kuweka,verbs,0.45
2881,fakta,ushahidi,nouns,2.3
2882,nilkka,kiwiko,nouns,1.0
2883,haluta,kuchagua,verbs,0.8
2884,temppu,kuoga,nouns,0.0
2885,liha,nyama ya nguruwe,nouns,3.65
2886,laulaa,kuimba,verbs,0.0
2887,auttaa,saidia,verbs,1.4
2888,onnistua,kujaribu,verbs,0.9
2889,nuhdella,kulaani,verbs,0.15
2890,outo,wa kawaida,adjectives,0.35
2891,älykkyys,hekima,nouns,3.8
2892,lakimies,wakili,nouns,4.1
2893,perustella,kuhakikisha,verbs,1.0
2894,suutin,pua,nouns,0.05
2895,tieto,gazeti,nouns,1.6
2896,sekava,kutopangilia,verbs,0.2
2897,valuutta,sarafu,nouns,0.08
2898,viesti,kumbuku,nouns,0.6
2899,aamu,mchana,nouns,1.45
2900,hienovaraisesti,kijanja,adverbs,0.05
