ID,CMN,CYM,PoS,score
2851,毛毛雨,glaw,nouns,3.58
2852,作者,crëwr,nouns,3.55
2853,生存,byw,verbs,2.92
2854,律师,atwrnai,nouns,3.65
2855,微晶片,cyrchwr,nouns,0.04
2856,打扰,gwaethygu,verbs,0.35
2857,酒,brandi,nouns,2.97
2858,瓶子,cynhwysydd,nouns,2.66
2859,每当,weithiau,adverbs,0.43
2860,韵律,rhifyddeg,nouns,0.04
2861,河流,môr,nouns,1.65
2862,除,ychwanegu,verbs,0.28
2863,开朗,braf,adjectives,1.79
2864,付款,nodyn,nouns,0.6
2865,和平地,yn ddi-drefn,adverbs,0.0
2866,寻求,nod,nouns,1.55
2867,软管,car,nouns,0.04
2868,杆,baner,nouns,0.98
2869,通灵研究,niwroseicoleg,nouns,1.32
2870,天真,naïf,adjectives,4.41
2871,乐器,ffidil,nouns,2.92
2872,不久,ar unwaith,adverbs,1.96
2873,海啸,môr,nouns,1.48
2874,规则,confensiwn,nouns,2.63
2875,选举,dewis,nouns,3.04
2876,全能,goruchafiaeth,nouns,1.32
2877,假日,calendr,nouns,0.63
2878,唱,arnofio,verbs,0.0
2879,蕊,peilliad,nouns,0.96
2880,友好,rhadlon,adjectives,1.79
2881,使满意,bodloni,verbs,3.92
2882,皮炎,ecsema,nouns,3.63
2883,医院,gwely,nouns,0.57
2884,脏,cul,adjectives,0.0
2885,碗,ale,nouns,0.0
2886,房间,bàth,nouns,0.24
2887,扫帚,llwch,nouns,0.28
2888,走,caniatáu,verbs,0.0
2889,合作伙伴,bachgen,nouns,0.28
2890,匆匆地写,ysgrifennu,verbs,3.23
2891,发出恶臭,ogleuo,verbs,3.27
2892,一般,yn anarferol,adverbs,0.15
2893,骨头,pen-glin,nouns,1.53
2894,交谈,cyfathrebu,nouns,4.46
2895,弯曲,cam,adjectives,2.73
2896,塔,cloch,nouns,0.47
2897,早餐,cinio,nouns,0.86
2898,股票,ased,nouns,2.97
2899,冷,cyffredin,adjectives,0.0
2900,地震,cryndod,nouns,3.65
2901,床,blanced ,nouns,0.6
2902,宽广,mawr,adjectives,3.44
2903,海滩,môr,nouns,2.17
2904,赶,brysio,verbs,4.7
2905,汽车,pont,nouns,0.24
2906,丈夫,dyn,nouns,3.55
2907,相反,arall,adjectives,0.64
2908,强硬,caled,adjectives,2.94
2909,字,ymadrodd,nouns,1.27
2910,装作,ymddangos,verbs,0.29
2911,科学,seicoleg,nouns,2.41
2912,无穷,sero,nouns,0.0
2913,建立,ychwanegu,verbs,1.05
2914,争论,gweiddi,verbs,1.45
2915,菜单,trefn,nouns,0.93
2916,高高兴兴地,yn angheuol,adverbs,0.18
2917,汤,cinio,nouns,0.88
2918,简单,caled,adjectives,0.04
2919,角度,cromlin,nouns,1.15
2920,沐浴,tric,nouns,0.0
2921,铅笔,stori,nouns,0.29
2922,难看,anniben,adjectives,0.92
2923,母亲,tad,nouns,1.08
2924,显然,yn sicr,adverbs,2.61
2925,震,daeargryn,nouns,3.65
2926,孤独,gwael,adjectives,0.24
2927,意见,dewis,nouns,1.1
2928,容易地,yn fras,adverbs,0.05
2929,值得,ennill,verbs,0.94
2930,枯燥,doniol,adjectives,0.05
2931,男孩子,mab,nouns,3.4
2932,发现,sylweddoli,verbs,3.76
2933,幸福,lwc,nouns,0.81
2934,家具,fflat,nouns,0.34
2935,量,maint,nouns,2.49
2936,电影,nihiliaeth,nouns,0.28
2937,播放机,hyfforddwraig,nouns,0.2
2938,木,log,nouns,3.94
2939,学生,athro,nouns,0.57
2940,听见,gwrando,verbs,3.63
2941,谨慎地,yn gwrtais,adverbs,0.32
2942,否认,cyffes,nouns,0.15
2943,议会,cyngres,nouns,2.56
2944,断绝亲子关系,esgeuluso,verbs,0.15
2945,忽略,archwilio,verbs,0.05
2946,声明放弃,gormesu,verbs,0.1
2947,沼泽,llyn,nouns,0.88
2948,卖,atgoffa,verbs,0.0
2949,自行车,car,nouns,0.78
2950,律师,banciwr,nouns,0.49
2951,甲板,llygoden,nouns,0.0
2952,被动地,yn ddibynadwy,adverbs,0.1
2953,激情,emosiwn,nouns,3.59
2954,轻轻的,yn gadarn,adverbs,0.2
2955,并发,arian cyfred,nouns,0.04
2956,星,asteroid,nouns,2.5
2957,不负责任,anaeddfed,adjectives,1.86
2958,老师,ffrind,nouns,0.71
2959,建造,dinistrio,verbs,0.23
2960,女人,ffwr,nouns,0.05
2961,培根,brecwast,nouns,0.57
2962,护士,gwyddonydd,nouns,0.29
2963,节目,mathemategydd,nouns,0.0
2964,风暴,eira,nouns,0.96
2965,法官,llys,nouns,0.86
2966,最近,yn realistig,adverbs,0.0
2967,讨厌,mwynhau,verbs,0.09
2968,巫师,cebl,nouns,0.0
2969,百科全书,geiriadur,nouns,1.71
2970,容易,caled,adjectives,0.09
2971,燕麦,cae,nouns,0.33
2972,断绝亲子关系,ymwrthod,verbs,1.54
2973,课程,gweithred,nouns,0.18
2974,大灾难,damwain,nouns,3.15
2975,參加,gadael,verbs,0.23
2976,容易地,yn gyfforddus,adverbs,1.33
2977,身体,brest,nouns,1.5
2978,手,garddwrn,nouns,1.8
2979,窄小,eang,adjectives,0.18
2980,男孩,reis,nouns,0.0
2981,天神,diafol,nouns,0.45
2982,法庭,cyfiawnder,nouns,0.85
2983,树木,masarnen,nouns,3.58
2984,和平地,yn falch,adverbs,0.14
2985,城市,tref,nouns,3.11
2986,薄荷,gwm,nouns,0.52
2987,除法,lluosiad,nouns,0.85
2988,参与,ymuno,verbs,3.99
2989,智力,rhesymeg,nouns,2.54
2990,上面,gwaelod,nouns,0.2
2991,歌谣,cân,nouns,3.65
2992,紧张,yn sicr,adjectives,0.0
2993,不合理,yn annheg,adverbs,3.25
2994,意外,llyfr,nouns,0.0
2995,徽章,gwydr,nouns,0.04
2996,离开,encilio,verbs,3.17
2997,清洁,anniben,adjectives,0.04
2998,今天晚上,yfory,adverbs,0.34
2999,考试,maes llafur,nouns,0.48
3000,乘,ychwanegu,verbs,1.13
3001,立方体,tegan,nouns,0.14
3002,困难,syml,adjectives,0.09
3003,选择,carchar,nouns,0.04
3004,基本上,yn llawn,adverbs,0.23
3005,向量,matrics,nouns,1.2
3006,机器,cyfrifiadur,nouns,2.37
3007,灵活,hawdd,adjectives,0.82
3008,歌曲,baled,nouns,3.65
3009,妻子,twll,nouns,0.32
3010,父亲,merch,nouns,0.49
3011,编译器,isrwtîn,nouns,0.36
3012,傻,plentynaidd,adjectives,2.5
3013,成为,ymddangos,verbs,0.83
3014,大海,afon,nouns,1.65
3015,知道,credu,verbs,1.41
3016,退出,ymddeol,verbs,1.11
3017,忙碌,diog,adjectives,0.04
3018,到达,dod,verbs,2.11
3019,常规地,fel arfer,adverbs,4.04
3020,湿疹,dermatitis,nouns,3.63
3021,分解,ffactorio,nouns,2.02
3022,枪,ffwr,nouns,0.05
3023,可怕,trist,adjectives,1.27
3024,牛,gwartheg,nouns,4.17
3025,风,sgol,nouns,2.71
3026,想,dewis,verbs,0.86
3027,想,penderfynu,verbs,1.18
3028,折断,crensian,verbs,1.7
3029,汽车,lifft,nouns,0.1
3030,弱,sbeislyd,adjectives,0.0
3031,蜜蜂,brenhines,nouns,0.05
3032,小,enfawr,adjectives,0.14
3033,雪茄,bwlch,nouns,0.04
3034,骰子,ciwb,nouns,2.63
3035,选择,eisiau,verbs,0.86
3036,雪,eirlithriad,nouns,1.52
3037,令人惊讶,yn anhygoel,adverbs,3.64
3038,晚餐,brecwast,nouns,0.92
3039,羞辱,cysuro,verbs,0.09
3040,攻击,niweidio,verbs,3.09
3041,母亲,gwarcheidwad,nouns,2.56
3042,婴儿,oedolyn,nouns,0.38
3043,争论,trafodaeth,nouns,3.42
3044,小提琴,gitâr,nouns,0.82
3045,自己,hyder,nouns,0.33
3046,方法,modd,nouns,4.08
3047,知会,sgleinio,verbs,0.0
3048,巨大,mawr,adjectives,3.44
3049,鼓励,anghefnogi,verbs,0.18
3050,谨慎,gofal,nouns,3.23
3051,拥抱,mygu,verbs,0.1
3052,独立地,yn gyfrifol,adverbs,0.6
3053,有弹性,hyblyg,adjectives,2.92
3054,毁灭,creu,verbs,0.14
3055,探索,anwybyddu,verbs,0.05
3056,掩盖,amddiffyn,verbs,1.09
3057,生日,dyddiad,nouns,1.32
3058,奖章,hyfforddwyr,nouns,0.2
3059,圣人,pechadur,nouns,0.39
3060,数字,rhif,nouns,4.97
3061,负面地,yn annaturiol,adverbs,0.39
3062,高高兴兴地,yn ddiogel,adverbs,0.23
3063,存在,drws,nouns,0.0
3064,极好,gwallgof,adjectives,0.23
3065,工业,busnes,nouns,1.41
3066,冷淡,garw,adjectives,0.39
3067,避免,gwrthod,verbs,1.18
3068,推荐,derbyn,verbs,0.34
3069,联合,swm,nouns,0.37
3070,词元,sillaf,nouns,0.5
3071,出席,dod,verbs,3.09
3072,失败,methdaliad,nouns,0.85
3073,黎明,gwn,nouns,0.0
3074,简单,yn agored i niwed,adjectives,0.14
3075,空气,moleciwl,nouns,0.43
3076,埋葬,marw,verbs,1.59
3077,狗,ceffyl,nouns,0.86
3078,谨慎地,yn ofalus,adverbs,3.78
3079,除,lluosi,verbs,0.57
3080,橡木,masarnen,nouns,2.03
3081,哭,chwerthin,verbs,0.28
3082,电影,opera,nouns,0.8
3083,波浪,tywydd,nouns,0.04
3084,工作,offeryn,nouns,0.18
3085,肉,bara,nouns,0.19
