ID,FIN,SPA,PoS,score
2762,sisäkatto,suelo,nouns,1.0
2763,tiivis,tonto,adjectives,0.2
2764,luku,citoplasma,nouns,0.0
2765,organisoida,gestionar,verbs,4.95
2766,tulo,impuesto,nouns,0.7
2767,kalenteri,fecha,nouns,1.4
2768,saalis,dios,nouns,0.0
2769,usein,raramente,adverbs,0.6
2770,täti,sobrino,nouns,0.7
2771,sairaus,fiebre,nouns,2.35
2772,härnätä,herir,verbs,1.05
2773,aktiivisesti,pasivamente,adverbs,0.3
2774,kunnossa oleva,mediocre,adjectives,0.4
2775,menestyjä,hombre,nouns,0.5
2776,lihas,lengua,nouns,1.9
2777,lapsi,hombre,nouns,0.95
2778,edetä,promover,verbs,2.25
2779,märkä,pegajoso,adjectives,0.9
2780,epäaito,artificial,adjectives,4.05
2781,neutraali,indeciso,adjectives,1.15
2782,ilmestyä,salir,verbs,0.3
2783,lyödä,azotar,verbs,3.95
2784,ikkuna,tobillo,nouns,0.05
2785,sana,pista,nouns,0.2
2786,raha,perla,nouns,0.7
2787,epätavallinen,único,adjectives,4.4
2788,syntymäpäivä,año,nouns,1.15
2789,päivällinen,sopa,nouns,1.9
2790,enkeli,demonio,nouns,0.9
2791,juuri,hierba,nouns,1.1
2792,lintu,gallina,nouns,2.45
2793,käytävä,puerta,nouns,0.6
2794,halata,sostener,verbs,1.35
2795,tuoda,llevar,verbs,1.25
2796,tietty,nervioso,adjectives,0.05
2797,mato,código malicioso,nouns,1.6
2798,mikroskooppi,biólogo,nouns,0.85
2799,ponnistus,dificultad,nouns,2.35
2800,kirsikka,fresa,nouns,1.4
2801,partneri,chico,nouns,1.05
2802,shamppanja,whisky,nouns,1.35
2803,tuuma,metro,nouns,1.55
2804,työ,tarea,nouns,4.2
2805,miekkailu,gimnasia,nouns,2.15
2806,nuhdella,pedir,verbs,0.4
2807,ekosysteemi,economía,nouns,0.6
2808,koira,gato,nouns,1.05
2809,ihana,maravilloso,adjectives,2.55
2810,vaara,amenaza,nouns,4.8
2811,vaatimaton,humilde,adjectives,4.35
2812,lannoite,crecimiento,nouns,0.8
2813,kangas,ropa,nouns,2.35
2814,tapaus,electricidad,nouns,0.0
2815,epäonnistua,desalentar,verbs,0.95
2816,ilo,orgullo,nouns,1.45
2817,yrittää,convencer,verbs,0.95
2818,tukki,fórmula,nouns,0.1
2819,täysin,ligeramente,adverbs,0.15
2820,aktiviteetti,movimiento,nouns,2.45
2821,matto,casa,nouns,0.4
2822,imeä itseensä,poseer,verbs,0.6
2823,kunnia,estima,nouns,2.25
2824,talvi,temporada,nouns,2.2
2825,pitää,apreciar,verbs,1.15
2826,vesi,hielo,nouns,1.55
2827,väkijoukko,manojo,nouns,0.45
2828,potilas,sesión,nouns,0.45
2829,epävarma,asustado,adjectives,1.45
2830,tunnettu,bien,adjectives,0.2
2831,perhonen,rosa,nouns,0.3
2832,raide,cerca,nouns,0.5
2833,vieras,amigo,nouns,1.2
2834,loistava,genial,adjectives,3.85
2835,hirviö,demonio,nouns,3.8
2836,basilikakirkko,mosaico,nouns,0.45
2837,nimittää,elegir,verbs,3.2
2838,hakusana,sintaxis,nouns,1.0
2839,sanomalehti,información,nouns,1.55
2840,tehdä kunniaa,realizar,verbs,0.3
2841,idea,imagen,nouns,1.3
2842,auringonlasku,cuerda,nouns,0.0
2843,näkö,percepción,nouns,3.85
2844,lehmä,cabra,nouns,1.4
2845,teatteri,película,nouns,0.85
2846,leveä,fresco,adjectives,0.05
2847,viha,furia,nouns,4.35
2848,ottaa osaa,unirse,verbs,2.75
2849,mukava,generoso,adjectives,0.35
2850,ministeriö,sultán,nouns,0.3
2851,tietää,olvidar,verbs,0.25
2852,nuoli,objetivo,nouns,0.65
2853,oppimaton,regular,adjectives,0.0
2854,puhua,reconocer,verbs,1.1
2855,hiljaisesti,naturalmente,adverbs,0.85
2856,takki,ropa,nouns,1.85
2857,monarkia,democracia,nouns,1.45
2858,kuningas,princesa,nouns,1.65
2859,eriskummallinen,extraño,adjectives,4.4
2860,suo,lago,nouns,2.15
2861,rikollinen,delincuente,nouns,4.95
2862,äänekkäästi,locamente,adverbs,0.9
2863,suihku,monasterio,nouns,0.0
2864,vaikea,tedioso,adjectives,2.6
2865,suorittaa loppuun,aplazar,verbs,0.45
2866,käsivarsi,hueso,nouns,1.15
2867,puumateriaali,piedra,nouns,0.8
2868,kaveri,acompañante,nouns,3.9
2869,maha,abdomen,nouns,4.85
2870,valloitus,himno,nouns,0.15
2871,sulttaani,ministerio,nouns,0.3
2872,turvautua,depender,verbs,2.2
2873,biologi,microscopio,nouns,0.85
2874,katedraali,iglesia,nouns,4.25
2875,elää,sobrevivir,verbs,2.25
2876,varakkuus,prestigio,nouns,0.65
2877,kantaa,tomar,verbs,0.6
2878,unohtaa,aprender,verbs,0.25
2879,tehtävä,isla,nouns,0.05
2880,ankara,cruel,adjectives,2.75
2881,moraaliton,malo,adjectives,2.9
2882,näppäimistö,ligero,nouns,0.25
2883,minkki,piel,nouns,1.85
2884,riisi,frijol,nouns,1.15
2885,saada kiinni,perseguir,verbs,1.2
2886,lattia,techo,nouns,1.0
2887,lakimies,banquero,nouns,1.25
2888,heikentyä,limpiar,verbs,0.25
2889,pilli,himno,nouns,0.15
2890,jatko-osa,cámara,nouns,0.1
2891,olut,alcohol,nouns,2.65
2892,työläinen,oficina,nouns,0.45
2893,kadottaa,obtener,verbs,0.15
2894,vatsa,vena,nouns,0.7
2895,muta,suciedad,nouns,2.35
2896,mahdollisesti,con optimismo,adverbs,1.2
2897,välttämättömästi,esencialmente,adverbs,3.3
2898,mosaiikki,basílica,nouns,0.45
2899,rauhallisesti,sutilmente,adverbs,1.45
2900,kypsentää,mezclar,verbs,0.7
2901,sana,página,nouns,0.4
2902,vaalia,mantener,verbs,1.15
2903,ennustaa,suponer,verbs,2.4
2904,suorittaa,saludar,verbs,0.3
2905,tyttö,chico,nouns,1.1
2906,joustava,fácil,adjectives,1.4
2907,sormus,compromiso,nouns,1.6
2908,historiografi,historiador,nouns,3.1
2909,nyt,aquí,adverbs,1.25
2910,sana,frase,nouns,1.55
2911,etikka,ensalada,nouns,0.75
2912,lumi,tormenta,nouns,1.05
2913,pilvi,clima,nouns,0.9
2914,sanoa,verificar,verbs,0.9
2915,häpeä,dolor,nouns,1.1
2916,timantti,dinero,nouns,0.55
2917,puhtaasti,completamente,adverbs,2.65
2918,ratkaista,terminar,verbs,3.1
2919,näyttelijä,televisión,nouns,0.6
2920,pilvi,tormenta,nouns,1.0
2921,amerikkalainen jalkapallo,divertido,nouns,0.75
2922,häntä,posterior,nouns,1.85
2923,elokuvaus,director,nouns,1.45
2924,pallo,cañón,nouns,0.2
2925,nöyrästi,mal,adverbs,0.15
2926,pyhä,precioso,adjectives,2.3
2927,tylsä,gracioso,adjectives,0.25
2928,päiväkoti,preescolar,nouns,2.9
2929,maali,ganador,nouns,0.8
2930,pekoni,frijol,nouns,0.35
2931,lujasti,tranquilamente,adverbs,0.45
2932,jakkara,silla,nouns,3.75
2933,outo,extraño,adjectives,5.65
2934,rehellisesti,sinceramente,adverbs,4.9
2935,etsiä,deambular,verbs,0.8
2936,tulla,realizar,verbs,0.3
2937,vaatetettu,cubierto,adjectives,2.35
2938,pitää,pedir prestado,verbs,0.3
2939,käsivarsi,rodilla,nouns,0.9
2940,hullu,enfermos,adjectives,1.5
2941,moderni,antiguo,adjectives,0.3
2942,joki,mar,nouns,1.9
2943,käsivarsi,pierna,nouns,1.0
2944,rauta,vitamina,nouns,0.7
2945,hauskanpito,fútbol,nouns,0.75
2946,todellisuus,fantasía,nouns,0.35
2947,penni,ganga,nouns,0.25
2948,tyhmä,enorme,adjectives,0.0
2949,rukoilla,pedir,verbs,1.25
2950,huone,cama,nouns,1.1
2951,cocktail,alcohol,nouns,2.35
2952,unohtaa,recordar,verbs,0.25
2953,puoli,fondo,nouns,0.75
2954,huomio,interés,nouns,3.6
2955,realistisesti,recientemente,adverbs,0.0
2956,harjoitella,repetir,verbs,2.55
2957,taifuuni,ciclón,nouns,4.8
2958,hyppy,cerca,nouns,0.3
2959,lippu,vexilología,nouns,1.5
2960,tuore,amplio,adjectives,0.05
2961,turkki,pistola,nouns,0.05
2962,essee,libro,nouns,1.7
2963,ase,casco,nouns,0.9
2964,nainen,secretario,nouns,0.6
2965,omistaa,absorber,verbs,0.6
2966,käsittää,leer,verbs,1.25
2967,varmasti,a veces,adverbs,0.6
2968,täsmällisesti,precisamente,adverbs,5.2
2969,kuningatar,abeja,nouns,0.8
2970,lakimies,galería,nouns,0.1
2971,käsityö,tradición,nouns,0.95
2972,perinne,artesanía,nouns,0.95
2973,pekoni,desayuno,nouns,0.7
2974,kerran,instantáneamente,adverbs,0.55
2975,antaa anteeksi,aceptar,verbs,2.05
2976,eri tavalla,extrañamente,adverbs,1.9
2977,tuoli,telescopio,nouns,0.1
2978,huomenna,esta noche,adverbs,0.55
2979,mielenkiinto,atención,nouns,3.6
2980,teleskooppi,silla,nouns,0.1
2981,sijainen,oficial,nouns,1.05
2982,joki,corriente,nouns,2.5
2983,kikattaa,reír,verbs,5.35
2984,huoltaja,madre,nouns,2.25
2985,liittyä,añadir,verbs,2.15
2986,sitrushedelmä,naranja,nouns,3.55
2987,eversti,dentista,nouns,0.55
2988,vuosikymmen,era,nouns,2.35
2989,arvokkuus,insignias,nouns,0.35
2990,pelaaja,entrenador,nouns,0.75
2991,turkki,mujer,nouns,0.15
2992,televisio,comunicación,nouns,1.4
2993,saari,península,nouns,1.15
2994,riippua,confiar,verbs,2.2
2995,haluta,desear,verbs,4.7
2996,olla eri mieltä,estar de acuerdo,verbs,0.6
2997,ero,recordatorio,nouns,0.35
2998,niittää,ganancia,verbs,0.7
2999,seurata,perseguir,verbs,3.6
3000,kalliojyrkänne,cola,nouns,0.0
3001,aikuinen,bebé,nouns,0.7
3002,helppo,flexible,adjectives,1.4
3003,moottoritie,carretera,nouns,4.2
3004,houkkamainen,infantil,adjectives,1.5
3005,omena,dieta,nouns,0.8
3006,tarina,lápiz,nouns,0.6
3007,tyttö,niño,nouns,2.95
3008,pohjimmiltaan,completamente,adverbs,1.4
3009,taistelu,conquista,nouns,2.0
3010,kirkkaasti,ligeramente,adverbs,0.6
3011,uhri,teléfono,nouns,0.0
3012,uskollisesti,honestamente,adverbs,2.0
3013,tappaa,lucha,verbs,1.0
3014,hahmo,persona,nouns,3.25
3015,monitahokas,actor,nouns,0.05
3016,yksityinen,público,adjectives,0.3
3017,arvata,irritar,verbs,0.0
3018,kansi,ratón,nouns,0.0
3019,shamppanja,cerveza,nouns,1.25
3020,pätevyys,capacidad,nouns,3.65
3021,auto,cuerno,nouns,0.0
3022,vetäytyä,rechazar,verbs,1.35
3023,kirje,párrafo,nouns,0.45
3024,kastella,reducir,verbs,0.0
3025,yhtye,espíritu,nouns,0.25
3026,sallia,erosionar,verbs,0.0
3027,isä,hermano,nouns,1.0
3028,paha,inmoral,adjectives,2.9
3029,lammas,cordero,nouns,4.05
3030,kuivuus,agua,nouns,0.65
3031,käyttämätön,nuevo,adjectives,5.25
3032,naamio,partido,nouns,0.3
3033,sopimus,agujero,nouns,0.0
3034,passiivisesti,seguramente,adverbs,0.05
3035,selkäranka,cuerpo,nouns,0.9
3036,meteori,gravedad,nouns,0.8
3037,ottaa,robar,verbs,1.45
3038,aavikko,duna,nouns,2.0
3039,hammaslääkäri,coronel,nouns,0.55
3040,kurssi,acción,nouns,0.75
3041,käsikirjoittaja,televisión,nouns,0.8
3042,laatija,subrutina,nouns,0.5
3043,osoitin,diapositiva,nouns,0.25
3044,rakastaja,compañero,nouns,2.05
3045,kapteeni,marinero,nouns,2.05
3046,uutiset,chisme,nouns,1.55
3047,ottaa osaa,cooperar,verbs,3.35
3048,määrittää,predecir,verbs,1.1
3049,tippua,verter,verbs,1.3
3050,hauta,renacimiento,nouns,0.75
3051,rannikkoalue,playa,nouns,nan
3052,kylpy,esposa,nouns,0.1
3053,osua,objetivo,verbs,0.95
3054,veljeskunta,puerta,nouns,0.2
3055,presidentti,político,nouns,2.65
3056,vähäpätöinen,significativo,adjectives,0.3
3057,kiirastuli,más allá,nouns,2.1
3058,halpa,económico,adjectives,5.0
3059,kova,sencillo,adjectives,0.1
3060,uusi,reciente,adjectives,3.75
3061,kurpitsa,sangre,nouns,0.65
3062,viski,champán,nouns,1.35
3063,shakki,comprobar,nouns,0.1
3064,avustaa,ayudar,verbs,4.3
3065,hammaslääkäri,ortodoncista,nouns,3.7
3066,vetäytyä,salir,verbs,3.0
3067,rytmi,aritmética,nouns,0.55
3068,kaapata,imitar,verbs,0.3
3069,mehiläinen,reina,nouns,0.8
3070,vuori,repisa,nouns,0.5
3071,rauhallisesti,caóticamente,adverbs,0.25
3072,likainen,barato,adjectives,0.1
3073,murhe,vergüenza,nouns,1.1
3074,sattua,molestar,verbs,1.05
3075,hätätilanne,accidente,nouns,3.45
3076,ilmeisesti,obviamente,adverbs,3.45
3077,tunteellisesti,tristemente,adverbs,1.9
3078,nepotismi,rey,nouns,1.4
3079,laulaa,flotador,verbs,0.0
3080,joustava,suelto,adjectives,1.05
3081,epäaito,real,adjectives,0.25
3082,kämppä,campamento,nouns,0.75
3083,sivuuttaa,imprimir,verbs,0.0
3084,juhlia,sorprender,verbs,0.5
3085,kondensaattori,diodo,nouns,1.7
3086,korruptio,fraude,nouns,3.45
3087,universumi,cielo,nouns,1.0
3088,tukki,bañera,nouns,0.0
3089,aivot,nervio,nouns,1.45
3090,liiketoiminta,empresa,nouns,3.8
3091,ravistaa,recoger,verbs,0.3
3092,linna,pared,nouns,0.5
3093,kuolla,desintegrarse,verbs,0.9
3094,kirja,biblia,nouns,2.25
3095,ajaa,correr,verbs,0.65
3096,kersantti,pistola,nouns,0.45
3097,käsikirjoitus,libro,nouns,2.4
3098,suisto,mar,nouns,1.3
3099,epäreilu,cruel,adjectives,1.8
3100,hirveä,genial,adjectives,0.3
3101,viikonloppu,raza,nouns,0.0
3102,geisir,primavera,nouns,0.3
3103,minuus,confianza,nouns,1.3
3104,polvi,brazo,nouns,0.9
3105,tahmea,sucio,adjectives,2.2
3106,unohtaa,conservar,verbs,0.2
3107,alkoholi,ginebra,nouns,2.55
3108,auttaja,mucama,nouns,2.2
3109,valuutta,intercambio,nouns,0.9
3110,analysoida,evaluar,verbs,4.45
3111,flunssa,fiebre,nouns,2.45
3112,raaka,feo,adjectives,0.5
3113,puhua,susurrar,verbs,2.15
3114,ystävä,profesor,nouns,0.5
3115,vatsa,cuerpo,nouns,1.85
3116,kyttä,copiloto,nouns,0.6
3117,kupla,jabonaduras,nouns,2.0
3118,toukka,gusano de seda,nouns,3.35
3119,säikähtänyt,emocionado,adjectives,0.5
3120,koulu,derecho,nouns,0.5
3121,hede,polinización,nouns,1.1
3122,epärehellinen,malo,adjectives,1.55
3123,luoda,construir,verbs,3.75
3124,onnistua,ganar,verbs,3.2
3125,astronomi,galaxia,nouns,1.15
3126,arkipäiväinen,ordinario,adjectives,4.2
3127,laskimo,elección,nouns,0.0
3128,järvi,nube,nouns,0.3
3129,veri,virus,nouns,0.95
3130,toimeksianto,tarea,nouns,5.0
3131,tarkalleen,inexactamente,adverbs,0.25
3132,kadottaa,sustraer,verbs,0.6
3133,omena,salsa,nouns,0.65
3134,sulautua,golpear,verbs,0.0
3135,rankka,astuto,adjectives,0.15
3136,vaatteet,armario,nouns,1.0
3137,aloittaa,comenzar,verbs,5.75
3138,ajatella,decidir,verbs,1.75
3139,vaatteet,tela,nouns,2.35
3140,pitkä,estrecho,adjectives,0.5
3141,kaaos,clase,nouns,0.1
3142,kasvi,agricultura,nouns,0.85
3143,logiikka,aritmética,nouns,1.75
3144,kääre,puerto,nouns,0.05
3145,virallisesti,en tono rimbombante,adverbs,0.5
3146,makuuhuone,baño,nouns,1.65
3147,kyynärpää,tobillo,nouns,0.9
3148,luonnollisesti,tranquilamente,adverbs,0.85
3149,erottaa,adjuntar,verbs,0.25
3150,kuppi,tarro,nouns,2.65
3151,rangaista,golpear,verbs,0.8
3152,nolla,infinito,nouns,0.4
3153,arkki,avión,nouns,0.0
3154,isä,hijo,nouns,1.5
3155,vaunu,envase,nouns,0.1
3156,repiä,vestir,verbs,0.05
3157,hevonen,buey,nouns,1.55
3158,lukukausimaksu,beca,nouns,0.85
3159,taimi,hoja,nouns,1.35
3160,koodi,símbolo,nouns,2.45
3161,jää,agua,nouns,1.55
3162,valmentaja,jugador,nouns,0.75
3163,talous,ecosistema,nouns,0.6
3164,olla tunnustamatta,negar,verbs,1.05
3165,atomi,molécula,nouns,2.45
3166,kansallinen,grande,adjectives,0.25
3167,kallis,tímido,adjectives,0.2
3168,miellyttää,entretener,verbs,2.0
3169,käsi,pulgar,nouns,1.7
3170,henkilökunta,vocalista,nouns,0.25
3171,innovatiivinen,creativo,adjectives,4.95
3172,eläin,bestia,nouns,3.4
3173,elämäntapa,civilización,nouns,0.95
3174,kilpi,escudo,nouns,2.25
3175,kylpyhuone,cocina,nouns,0.95
3176,kylpy,tronco,nouns,0.0
3177,juoma,cerveza,nouns,2.3
3178,hakemus,solicitante,nouns,1.35
3179,kaatua,tropezar,verbs,3.55
3180,karkea,frígido,adjectives,0.7
3181,lannistaa,frustrar,verbs,3.1
3182,hankkia,encontrar,verbs,1.05
3183,rasismi,xenofobia,nouns,4.5
3184,toimittaja,poeta,nouns,0.9
3185,paha,terrible,adjectives,3.85
3186,kuja,cuenco,nouns,0.0
3187,typerä,tonto,adjectives,5.05
3188,sotkuinen,ordenado,adjectives,0.25
3189,myydä,recordar,verbs,0.0
3190,eleganssi,estilo,nouns,4.2
3191,piano,armonía,nouns,0.5
3192,herättää,roncar,verbs,0.25
3193,saada,adquirir,verbs,2.65
3194,keilaaminen,jugador de bolos,nouns,1.95
3195,tasavalta,duque,nouns,0.3
3196,taistella,morder,verbs,0.8
3197,voittaja,gol,nouns,0.8
3198,solvata,ofender,verbs,4.8
3199,todennäköisesti,posiblemente,adverbs,3.65
3200,miljardööri,indigente,nouns,0.25
3201,koko,centavo,nouns,0.75
3202,saastuminen,atmósfera,nouns,0.65
3203,halpa,sucio,adjectives,0.1
3204,rauhallinen,relajado,adjectives,3.55
3205,korvaus,recompensa,nouns,3.05
3206,pellava,tela,nouns,2.5
3207,häntä,cuenco,nouns,0.1
3208,kapea,sucio,adjectives,0.0
3209,kompassi,elefante,nouns,0.1
3210,kasvisto,naturaleza,nouns,2.4
3211,koriste,sobre,nouns,0.1
3212,ihmiset,población,nouns,3.6
3213,tuoli,sofá,nouns,2.45
3214,äänekkäästi,suavemente,adverbs,0.1
3215,jää,nieve,nouns,3.05
3216,tietää,creer,verbs,1.3
3217,tulla,asistir,verbs,1.6
3218,normaali,diferente,adjectives,0.3
3219,museo,menta,nouns,0.0
3220,helppo,grande,adjectives,0.0
3221,vartiomies,hombre,nouns,1.55
3222,raha,diamante,nouns,0.55
3223,sanoa,participar,verbs,0.85
3224,yhtye,resistencia,nouns,0.05
3225,sää,nube,nouns,0.9
3226,merkittävä,menor,adjectives,0.3
3227,valuutta,concurrencia,nouns,0.15
3228,merimies,capitán,nouns,2.05
3229,matkustaa,ir,verbs,3.1
3230,auto,bicicleta,nouns,0.85
3231,supistaa,inferior,verbs,1.3
3232,hunaja,lácteos,nouns,0.25
3233,henkilö,animal,nouns,0.4
3234,kalliojyrkänne,colina,nouns,1.7
3235,paistaa,hervir,verbs,1.45
3236,takaosa,cola,nouns,1.85
3237,mekaanisesti,idealmente,adverbs,0.1
3238,selvin päin oleva,racional,adjectives,0.95
3239,yrittää,lograr,verbs,1.0
3240,vene,motor,nouns,0.55
3241,pilvenpiirtäjä,palacio,nouns,0.95
3242,kiivetä,hacer senderismo,verbs,1.4
3243,passiivinen,violento,adjectives,0.2
3244,olla eri mieltä,luchar,verbs,1.05
3245,anoa,pedir prestado,verbs,1.15
3246,tulla,organizar,verbs,0.1
3247,talo,alfombra,nouns,0.4
3248,metsästää,buscar,verbs,1.85
3249,surullinen,terrible,adjectives,0.7
3250,hyökkäys,bombardeo aéreo,nouns,3.4
3251,paha,deshonesto,adjectives,1.55
3252,tarkoitus,será,nouns,1.45
3253,esitys,camafeo,nouns,0.5
3254,keitto,cena,nouns,1.9
3255,muistikirja,pistola,nouns,0.05
3256,sentti,gente,nouns,0.1
