ID,CYM,EST,PoS,score
2722,disgyrchiant,meteoor,nouns,0.7
2723,arloeswr,vibukütt,nouns,0.35
2724,llaw,küüs,nouns,1.0
2725,dilyniant,kaamera,nouns,0.05
2726,reis,poiss,nouns,0.05
2727,matrics,molekul,nouns,0.5
2728,arfordir,rand,nouns,2.55
2729,cyfraith,kool,nouns,0.35
2730,ar unwaith,varsti,adverbs,2.2
2731,traeth,meri,nouns,1.85
2732,lledaenu,määrima,verbs,0.35
2733,dechrau,minema,verbs,0.5
2734,danfon,käivitama,verbs,0.75
2735,trydanol,magus,adjectives,0.1
2736,gwerthu,minema,verbs,0.15
2737,gwasgu,vabastama,verbs,0.25
2738,claddu,surema,verbs,1.0
2739,syniad,pilt,nouns,0.8
2740,wal,dekoratsioon,nouns,0.65
2741,mynach,rist,nouns,0.8
2742,yn amlwg,kindlalt,adverbs,2.65
2743,rhannu,lisama,verbs,0.2
2744,cydymaith,armastaja,nouns,2.85
2745,cwningen,kass,nouns,1.0
2746,llygoden,juhtkond,nouns,0.0
2747,balch,kurb,adjectives,0.1
2748,cymeryd,saama,verbs,3.6
2749,dillad isaf,keha,nouns,0.5
2750,yn bennaf,sügavalt,adverbs,0.5
2751,deilen,puu,nouns,1.3
2752,yn bwysig,tõesti,adverbs,0.85
2753,car,lift,nouns,0.45
2754,dadlau,kaebama,verbs,1.1
2755,meddwl,mäletama,verbs,1.35
2756,salad,äädikas,nouns,0.45
2757,dyrchafu,propageerima,verbs,2.5
2758,dŵr,sool,nouns,0.55
2759,cynilwr,kokkuhoid,nouns,2.05
2760,crwydro,otsima,verbs,1.75
2761,angen,korraldama,verbs,0.35
2762,heno,täna,adverbs,2.05
2763,sgwâr,kaart,nouns,0.3
2764,pen,tähestik,nouns,0.3
2765,dianc,pagema,verbs,5.25
2766,gwybodaeth,entroopia,nouns,0.85
2767,cul,peenike,adjectives,3.2
2768,yn fanwl gywir,vale,adjectives,0.3
2769,prynu,saama,verbs,1.4
2770,niwroseicoleg,parapsühholoogia,nouns,1.65
2771,yn fras,kannatamatult,adverbs,0.4
2772,tyfu,laiendama,verbs,3.8
2773,soffistigedig,küps,adjectives,1.7
2774,amhosib,teostatav,adjectives,0.65
2775,pastai,šokolaad,nouns,0.55
2776,allwedd,kroon,nouns,0.45
2777,galaeth,astronoom,nouns,0.75
2778,cadair,pink,nouns,3.45
2779,yn feddal,tugevalt,adverbs,0.5
2780,hawdd,suur,adjectives,0.1
2781,swydd,ülesanne,nouns,3.15
2782,byw,ellu jääma,verbs,2.85
2783,yn wahanol,imelikult,adverbs,2.0
2784,annog,heidutama,verbs,0.05
2785,brenhiniaeth,demokraatia,nouns,0.75
2786,pobl,relv,nouns,0.1
2787,gadael,ühinema,verbs,0.2
2788,carbon,aatom,nouns,1.0
2789,cynnig,panus,nouns,1.9
2790,cloch,uks,nouns,0.4
2791,syniad,skeem,nouns,2.15
2792,afu,kops,nouns,1.0
2793,gwybod,hoomama,verbs,2.7
2794,dec,põrand,nouns,1.55
2795,awyrennu,lend,nouns,2.45
2796,alcohol,viski,nouns,2.35
2797,brwnt,kleepuv,adjectives,1.3
2798,sigarét,tubakas,nouns,2.9
2799,trafod syniadau,teleskoop,nouns,0.0
2800,lleuad,planeet,nouns,2.05
2801,mwynhau,vihkama,verbs,0.05
2802,gwlyb,kleepuv,adjectives,1.05
2803,blwch,allikas,nouns,0.0
2804,atgoffa,ütlema,verbs,1.15
2805,stumog,suund,nouns,0.05
2806,wisgi,alkohol,nouns,2.35
2807,yn ochelgar,tähelepanelikult,adverbs,3.65
2808,cwrs,tegu,nouns,0.65
2809,arwydd,sümbol,nouns,4.55
2810,crwydro,lahkuma,verbs,0.85
2811,archwilio,ignoreerima,verbs,0.1
2812,pêl,korv,nouns,0.45
2813,reidio,segama,verbs,0.1
2814,bacwn,liha,nouns,2.8
2815,gŵr,abikaasa (naine),nouns,2.7
2816,economi,ökosüsteem,nouns,0.65
2817,yn aeddfed,õiglaselt,adverbs,0.7
2818,caffael,varastama,verbs,0.75
2819,dweud celwydd,süüdistama,verbs,0.55
2820,eginblanhigyn,leht,nouns,1.05
2821,dadlau,nõustuma,verbs,0.4
2822,llwm,nüri,adjectives,2.7
2823,cadair,taburet,nouns,3.45
2824,penwythnos,nädal,nouns,1.5
2825,asid,alus,nouns,0.5
2826,dinistr,ehitamine,nouns,0.5
2827,hawdd,lihtne,adjectives,3.75
2828,ufuddhau,käituma,verbs,1.3
2829,galaeth,rakendus,nouns,0.1
2830,hurt,intelligentne,adjectives,0.35
2831,cyfoeth,prestiiž,nouns,0.75
2832,mynd,müüma,verbs,0.15
2833,yn oddefol,aktiivselt,adverbs,0.2
2834,crwydro,rändama,verbs,3.65
2835,anhrefn,anarhia,nouns,3.65
2836,rhythm,aritmeetika,nouns,0.65
2837,diogel,tüütu,adjectives,0.25
2838,atodi,ühinema,verbs,0.9
2839,afu,organ,nouns,1.9
2840,yn oddefol,vaikselt,adverbs,1.2
2841,rhyfelgarwch,lahing,nouns,1.75
2842,bwlb,lill,nouns,0.65
2843,stopio,sõitma,verbs,0.35
2844,sinematograffeg,režissöör,nouns,1.15
2845,buan,kiire,adjectives,3.65
2846,fflora,loodus,nouns,2.35
2847,cerddorfa,bänd,nouns,3.2
2848,tad,ema,nouns,1.35
2849,gwraig,auk,nouns,0.05
2850,cipio,püüdma,verbs,3.8
2851,yn anghywir,täpselt,adverbs,0.25
2852,cyfaill,kaaslane,nouns,4.25
2853,syniad,arvamus,nouns,2.65
2854,asgwrn,käsi,nouns,1.45
2855,chwalu,purustama,verbs,4.0
2856,bioleg,anatoomia,nouns,2.4
2857,ale,tänav,nouns,3.3
2858,bachgen,poeg,nouns,3.3
2859,tywysog,kuningas,nouns,1.5
2860,llawr,lagi,nouns,0.65
2861,crëwr,valmistaja,nouns,4.45
2862,dadlau,osalema,verbs,0.1
2863,rhagolwg,pilvkate,nouns,0.5
2864,gogledd,lääs,nouns,1.05
2865,afal,päikesepaiste,nouns,0.2
2866,tudalen,sõna,nouns,0.75
2867,gwan,vürtsine,adjectives,0.0
2868,hofrennydd,lennuk,nouns,2.55
2869,twrci,lind,nouns,2.45
2870,oedolyn,eestkostja,nouns,1.85
2871,deall,teadma,verbs,2.85
2872,y rhan fwyaf,põhiliselt,adverbs,3.45
2873,yn hapus,surmavalt,adverbs,0.05
2874,camera,lääts,nouns,1.65
2875,wythnosol,igakuine,adjectives,1.05
2876,anghofio,andestama,verbs,0.95
2877,newydd,värske,adjectives,4.0
2878,dychmygu,looma,verbs,1.25
2879,athro,õpilane,nouns,1.0
2880,yn agored,massiivselt,adverbs,0.45
2881,oer,tavaline,adjectives,0.2
2882,offeiriad,munk,nouns,2.0
2883,arllwys,tilkuma,verbs,1.7
2884,poeni,raiskama,verbs,0.15
2885,marwolaeth,matmine,nouns,1.55
2886,cadw,säilitama,verbs,4.25
2887,senoffobia,rassism,nouns,3.5
2888,da,tuntud,adjectives,0.3
2889,darganfod,pärinema,verbs,0.4
2890,diplomyddiaeth,läbirääkimine,nouns,2.85
2891,metr,toll,nouns,1.3
2892,cegin,vannituba,nouns,1.1
2893,cymeriad,inimene,nouns,2.8
2894,creigres,rand,nouns,0.8
2895,artist,kunstiteos,nouns,1.4
2896,ysgyfaint,maks,nouns,1.0
2897,drws,ukseava,nouns,3.55
2898,castell,sein,nouns,1.1
2899,eang,värske,adjectives,0.1
2900,darlun,vill,nouns,0.05
2901,moleciwl,maatriks,nouns,0.5
2902,cyfreithlon,ebaseaduslik,adjectives,0.4
2903,person,loom,nouns,0.85
2904,dyn,partner,nouns,1.45
2905,byddin,merevägi,nouns,3.2
2906,dillad,riie,nouns,1.9
2907,boch,keel,nouns,0.85
2908,gwirio,õigustama,verbs,1.05
2909,gwaith llaw,traditsioon,nouns,0.75
2910,ffôn,mobiiltelefon,nouns,4.25
2911,yn gynnil,valjult,adverbs,0.0
2912,banc,iste,nouns,0.25
2913,olew,naarits,nouns,0.2
2914,hir,lühike,adjectives,0.3
2915,llo,pull,nouns,1.65
2916,anghofio,ignoreerima,verbs,1.3
2917,sudd,õun,nouns,1.3
2918,gwn,kahur,nouns,2.35
2919,machlud haul,keel,nouns,0.05
2920,ynys,ülesanne,nouns,0.0
2921,emosiwn,kirg,nouns,3.9
2922,archwilio,uurima,verbs,3.3
2923,biolegydd,mikroskoop,nouns,1.0
2924,brawychus,halb,adjectives,1.5
2925,byr,pikk,adjectives,0.3
2926,diog,kallis,adjectives,0.15
2927,hurt,rumal,adjectives,4.75
2928,cardbord,paber,nouns,2.55
2929,dosbarthu,kandma,verbs,2.3
2930,tristwch,rõõm,nouns,0.7
2931,amsugno,omama,verbs,0.6
2932,dyweddïo,abielluma,verbs,1.3
2933,cyfreithiwr,prokurör,nouns,2.3
2934,offeryn,viiul,nouns,2.4
2935,gêm,lõbu,nouns,1.65
2936,sleid,osuti,nouns,0.05
2937,troseddu,tüütama,verbs,0.6
2938,moleciwl,aatom,nouns,1.65
2939,bowlen,põiktänav,nouns,0.0
2940,erlynydd,advokaat,nouns,2.3
2941,pwnc,raamat,nouns,0.75
2942,ffynnu,proovima,verbs,1.0
2943,balŵn,vann,nouns,0.1
2944,urddas,tunnus,nouns,0.05
2945,car,näidik,nouns,0.65
2946,trefnus,sassis,adjectives,0.3
2947,gwely,tool,nouns,0.75
2948,anghefnogi,nurjuma,verbs,0.8
2949,rhadlon,kena,adjectives,2.05
2950,duw,saak,nouns,0.1
2951,beiddgar,uhke,adjectives,1.45
2952,oedolyn,vanem,nouns,2.55
2953,democratiaeth,monarhia,nouns,0.75
2954,machlud haul,õhtu,nouns,2.55
2955,dyffryn,kanjon,nouns,3.35
2956,llyfr nodiadau,sülearvuti,nouns,0.8
2957,anghywir,täpne,adjectives,0.3
2958,tad,mees,nouns,2.0
2959,myfyriwr,õpilane,nouns,4.3
2960,nerfus,hirmunud,adjectives,2.85
2961,nerf,aju,nouns,1.35
2962,yn anhygoel,hämmastavalt,adverbs,4.25
2963,diddanu,heameelt tegema,verbs,2.2
2964,yn weithredol,täpselt,adverbs,0.65
2965,anghyfrifol,ebaküps,adjectives,2.25
2966,cab,buss,nouns,1.2
2967,cyntedd,koridor,nouns,4.15
2968,anghyfreithlon,seaduslik,adjectives,0.4
2969,ymddangos,osalema,verbs,0.95
2970,nodyn,makse,nouns,0.7
2971,nos,päev,nouns,0.65
2972,cludo,kätte toimetama,verbs,2.3
2973,allanfa,valimisõigus,nouns,0.2
2974,pibell,aed,nouns,0.45
2975,anwybyddu,avastama,verbs,0.1
2976,asgwrn cefn,keha,nouns,1.1
2977,pryd bwyd,vöökoht,nouns,0.15
2978,ymuno,abielluma,verbs,2.25
2979,car,maantee,nouns,0.95
2980,troi allan,lahkuma,verbs,0.7
2981,gwael,uhke,adjectives,0.35
2982,terfyn,piir,nouns,3.75
2983,troi allan,vabastama,verbs,0.7
2984,hen,segatud,adjectives,0.2
2985,cot,müts,nouns,0.95
2986,chwydu,sulgema,verbs,0.0
2987,doler,miljonär,nouns,0.8
2988,arbennig,väärtuslik,adjectives,2.45
2989,trefnu,vajama,verbs,0.35
2990,casglu,otsustama,verbs,1.0
2991,fflat,maja,nouns,2.05
2992,cath,lemmikloom,nouns,2.5
2993,gwerthu,meenutama,verbs,0.0
2994,diniwed,vaba,adjectives,0.55
2995,nerf,keha,nouns,0.5
2996,eisiau,laenama,verbs,0.4
2997,yn amlwg,diskreetselt,adverbs,0.25
2998,yn gyfforddus,kergelt,adverbs,1.3
2999,cwtsh,kallistama,verbs,4.1
3000,cyfathrebu,televisioon,nouns,1.55
3001,trwyn,pea,nouns,0.85
3002,braf,seltskondlik,adjectives,2.05
3003,cadw,unustama,verbs,0.3
3004,curo,piitsutama,verbs,2.4
3005,anodd,kerge,adjectives,0.3
3006,dathlu,üllatama,verbs,0.35
3007,rhesymeg,intelligentsus,nouns,2.15
3008,yn ffyddlon,ausalt,adverbs,2.55
3009,bysellfwrdd,valgus,nouns,0.1
3010,trwyn,kõri,nouns,0.85
3011,llawysgrif,raamat,nouns,2.1
3012,jin,alkohol,nouns,2.1
3013,mefus,kirss,nouns,1.15
3014,balchder,rõõm,nouns,1.55
3015,cadair,teleskoop,nouns,0.0
3016,aur,tsink,nouns,0.8
3017,modfedd,jard,nouns,1.1
3018,awyrgylch,osoon,nouns,1.95
3019,adfer,vahetama,verbs,0.35
3020,pledio,paluma,verbs,4.1
3021,mynd  ,tulema,verbs,0.7
3022,tagu,tapma,verbs,2.0
3023,yn beryglus,ettevaatlikult,adverbs,0.25
3024,harddwch,sonett,nouns,0.5
3025,dyn,valvur,nouns,0.95
3026,dod yn,ilmuma,verbs,1.0
3027,cemeg,teooria,nouns,0.55
3028,awyren,lennujaam,nouns,1.65
3029,yn debygol,võimalikult,adverbs,1.95
3030,dysgu,hindama,verbs,0.75
3031,amherchnogi,andma,verbs,0.65
3032,deintydd,ortodont,nouns,4.35
3033,pili-pala,roos,nouns,0.4
3034,noswaith,päikeseloojang,nouns,2.55
3035,dod â,tulema,verbs,1.45
3036,brawd,hing,nouns,0.3
3037,mawr,ruumikas,adjectives,4.0
3038,hynafol,uus,adjectives,0.2
3039,plesio,meelt lahutama,verbs,2.2
3040,nos,peatükk,nouns,0.05
3041,argymell,vastu võtma,verbs,0.45
3042,rhoi,lubama,verbs,1.75
3043,stori,raamat,nouns,2.05
3044,hyfryd,rõõmsameelne,adjectives,3.1
3045,lleihau,laskuma,verbs,0.9
3046,cwpan,torbik,nouns,0.35
3047,brawd,õde,nouns,1.5
3048,alwminiwm,metall,nouns,2.8
3049,gweithiwr,tööandja,nouns,1.0
3050,anniben,kole,adjectives,1.4
3051,traeth,kallas,nouns,4.35
3052,soffa,pesapall,nouns,0.1
3053,brechdan,liha,nouns,0.65
3054,sbeislyd,hea,adjectives,0.55
3055,llwyddo,saavutama,verbs,4.3
3056,myfyriwr,professor,nouns,1.0
3057,pechadur,pühak,nouns,0.75
3058,neuadd,vahekäik,nouns,0.6
3059,priffordd,tee,nouns,4.15
3060,hanfodol,oluline,adjectives,4.0
3061,angau,tragöödia,nouns,1.55
3062,trwm,suur,adjectives,1.55
3063,iâ,lumi,nouns,2.9
3064,ffêr,küünarnukk,nouns,1.0
3065,dringo,matkama,verbs,2.35
3066,troed,baas,nouns,0.85
3067,argraffu,ignoreerima,verbs,0.0
3068,ardal,tsoon,nouns,4.95
3069,drws,köök,nouns,0.35
3070,parth,ala,nouns,4.95
3071,yn ddwfn,enamasti,adverbs,0.5
3072,glaw,uduvihm,nouns,3.9
3073,sychder,vesi,nouns,0.35
3074,yn syth,ükskord,adverbs,0.6
3075,llenyddiaeth,sõna,nouns,1.45
3076,cyfarfod,jätma,verbs,0.05
3077,ynys,printsess,nouns,0.0
3078,ceg,nina,nouns,0.95
3079,pledio,heameelt tegema,verbs,0.1
3080,yfory,täna õhtul,adverbs,0.35
3081,cael,võtma,verbs,1.7
3082,athro,üliõpilane,nouns,1.0
3083,adeiladu,hävitama,verbs,0.1
3084,cynllwyniwr,strateeg,nouns,3.4
3085,ciwb,täring,nouns,2.6
3086,cymysgu,kloppima,verbs,1.4
3087,allanfa,ukseava,nouns,2.65
3088,drws,kelder,nouns,0.6
3089,radical,vägivaldne,adjectives,1.2
3090,pumed,parim,adjectives,0.35
3091,coflaid,kaisutama,verbs,4.1
3092,atom,süsinik,nouns,1.0
3093,cwch,tekk,nouns,0.9
3094,biotop,bioloogia,nouns,0.85
3095,cael,panema,verbs,0.25
3096,taith,vallutus,nouns,0.7
3097,cynnyrch llaeth,mesi,nouns,0.25
3098,ymosod,välja vihastama,verbs,0.75
3099,gofyn,anuma,verbs,2.45
3100,duw,hing,nouns,1.05
3101,parêd,orkester,nouns,0.9
3102,metel,tina,nouns,2.7
3103,dyn,abikaasa (mees),nouns,3.8
3104,emosiwn,meeleolu,nouns,3.1
3105,tŷ,vaip,nouns,0.45
3106,corwynt,torm,nouns,3.45
3107,hawdd,kange,adjectives,0.05
3108,amddiffyn,kaitsma,verbs,4.45
3109,cyfreithiwr,galerii,nouns,0.0
3110,bychanu,rahustama,verbs,0.0
3111,cryf,uhke,adjectives,0.75
3112,colli,lahutama,verbs,0.7
3113,wedi tyfu,ebaküps,adjectives,0.25
3114,cyfuniad,liit,nouns,2.3
3115,gwaith cartref,essee,nouns,1.85
3116,baner,mast,nouns,1.1
3117,bach,hiiglasuur,adjectives,0.3
3118,coflaid,lämmatama,verbs,0.45
3119,thema,raamat,nouns,0.5
3120,rhith,reaalsus,nouns,0.6
3121,undeb,kombinatsioon,nouns,2.3
3122,ymhel â rhywbeth,kaasa arvama,verbs,1.0
3123,yn ddi-drefn,rahumeelselt,adverbs,0.25
3124,ffres,vana,adjectives,0.1
3125,lori,pakk,nouns,1.0
3126,unig,vaene,adjectives,0.45
3127,gwialen,kardin,nouns,0.15
3128,pennu,prognoosima,verbs,1.35
3129,yn bennaf,surmavalt,adverbs,0.4
3130,amddiffyn,aitama,verbs,1.45
3131,ongl,kurv,nouns,1.4
3132,sinc,kuld,nouns,0.8
3133,caniatáu,ümber lükkama,verbs,0.0
3134,pensil,lugu,nouns,0.4
3135,gwallgof,pöörane,adjectives,4.5
3136,gên,luu,nouns,1.0
3137,ofnadwy,suurepärane,adjectives,0.25
3138,cynorthwyo,küsima,verbs,0.6
3139,efallai,tõenäoliselt,adverbs,2.5
3140,twll,kokkulepe,nouns,0.05
3141,ffrind,õpetaja,nouns,0.9
3142,dicter,tuju,nouns,1.55
3143,ymddangos,lahkuma,verbs,0.25
3144,rhoi,saama,verbs,0.35
3145,gitâr,trumm,nouns,1.1
3146,blodyn,kannike,nouns,1.75
3147,chwilio,leidma,verbs,1.15
3148,dwyn,võtma,verbs,2.2
3149,yn ddymunol,lahkelt,adverbs,3.1
3150,ysgubell,tolm,nouns,0.65
3151,yn ddelfrydol,realistlikult,adverbs,0.9
3152,apocalyps,tuli,nouns,0.75
3153,tram,rong,nouns,2.5
3154,braich,ranne,nouns,1.75
3155,arian,sularaha,nouns,4.2
3156,gwydr,kristall,nouns,2.2
3157,methu,heidutama,verbs,0.8
3158,arbediad,säästja,nouns,2.05
3159,rhiant,täiskasvanu,nouns,2.55
3160,casáu,nautima,verbs,0.05
3161,balchder,vaene,adjectives,0.35
3162,gwehyddu,liikuma,verbs,0.2
3163,lleoli,leidma,verbs,2.1
3164,benthyg,hoidma,verbs,0.35
3165,enillydd,kandidaat,nouns,1.0
3166,pont,auto,nouns,0.45
3167,portreadu,otsustama,verbs,0.2
3168,cul,lai,adjectives,0.3
3169,anghofio,meelde tuletama,verbs,0.4
3170,to,lagi,nouns,3.9
3171,hapus,vihane,adjectives,0.2
3172,dŵr,kroonimine,nouns,0.1
3173,tywod,jalg,nouns,0.1
3174,ci,kass,nouns,1.25
3175,heno,homme,adverbs,0.35
3176,mosäig,basiilika,nouns,0.7
3177,cyflwr,olukord,nouns,3.05
3178,cynnwys,kaasa lööma,verbs,1.0
3179,mêl,suhkur,nouns,1.9
3180,cymeradwyo,lubama,verbs,3.15
3181,natur,floora,nouns,2.35
3182,ochr,põhi,nouns,1.0
3183,lladd,kaklema,verbs,0.95
3184,penelin,luu,nouns,1.4
3185,person dan amheuaeth,mees,nouns,0.8
3186,modrwy,kihlus,nouns,1.4
3187,jin,viski,nouns,1.75
3188,cylchfordaith,pagas,nouns,0.45
3189,llyfr,teema,nouns,0.63
3190,taro,sihtima,verbs,1.55
3191,yn swyddogol,tugevalt,adverbs,0.6
3192,rhad,räpane,adjectives,0.65
3193,llyn,pilv,nouns,0.35
3194,eglwys gadeiriol,kirik,nouns,3.8
3195,gwerddon,vabadus,nouns,0.7
3196,dyn,sõber,nouns,1.25
3197,perswadio,järgima,verbs,0.35
3198,glaw,udu,nouns,2.2
3199,ysgwyd,segama,verbs,2.05
3200,gwych,imeline,adjectives,4.45
3201,blaen,sõrm,nouns,0.7
3202,yn negyddol,ebaloomulikult,adverbs,0.8
3203,plymio,looma,verbs,0.15
3204,miniog,leebe,adjectives,0.2
3205,anonest,halb,adjectives,2.05
3206,dianc,leidma,verbs,0.25
3207,gêm,trikk,nouns,1.35
3208,dweud celwydd,eitama,verbs,0.7
3209,tybio,teesklema,verbs,0.85
3210,beirniadol,ebaviisakas,adjectives,1.1
3211,cyffes,eitamine,nouns,0.65
3212,sgôr,tase,nouns,2.2
3213,tristwch,häbi,nouns,1.25
3214,ceffyl,koer,nouns,0.9
3215,braich,luu,nouns,1.45
3216,onest,valelik,adjectives,0.35
3217,heb ei ddatgelu,avalik,adjectives,0.35
3218,yn ddelfrydol,mehaaniliselt,adverbs,0.2
3219,pelydr,päikesepaiste,nouns,1.9
3220,neidio,aed,nouns,0.45
3221,mynd i mewn,minema,verbs,1.65
3222,canwr,näitleja,nouns,1.55
3223,ras,nädalavahetus,nouns,0.0
3224,egni,patarei,nouns,2.3
3225,tribiwnlys,õiglus,nouns,1.3
3226,gwellt,ülesanne,nouns,0.1
3227,yn annaturiol,negatiivselt,adverbs,0.8
3228,yn agored i niwed,kerge,adjectives,0.3
3229,ceffyl,täkkvarss,nouns,3.55
3230,chwaer,vend,nouns,1.5
3231,arbed,vabastama,verbs,4.45
3232,afal,komm,nouns,0.5
3233,bustach,hobune,nouns,1.05
3234,bys,varvas,nouns,0.7
3235,stumog,veen,nouns,0.3
3236,anhapus,pöörane,adjectives,0.65
3237,gwraig,härrasmees,nouns,0.8
3238,plisman,šerif,nouns,2.95
3239,tatws,või,nouns,0.6
3240,llifo,triivima,verbs,2.4
3241,seiclon,taifuun,nouns,3.45
3242,cydnabod,teavitama,verbs,1.0
3243,siriol,rõõmustav,adjectives,3.1
3244,methdaliad,läbikukkumine,nouns,1.3
3245,tad,vanem,nouns,2.8
3246,pen,õlg,nouns,1.0
3247,anghefnogi,frustreerima,verbs,2.35
3248,diogelu,turvama,verbs,4.45
3249,hwyl,mäng,nouns,1.65
3250,sugnwr gwaed,nahkhiir,nouns,1.0
3251,ymgeisio,kavatsema,verbs,1.85
3252,rhagorol,suurepärane,adjectives,4.9
3253,cynffon,peatükk,nouns,0.05
3254,angenrheidiol,ebavajalik,adjectives,0.25
3255,seler,uks,nouns,0.6
3256,ewyllys,kavatsus,nouns,2.95
3257,pêl,kahur,nouns,1.0
3258,annheg,julm,adjectives,2.0
3259,dadelfennu,teguriteks lahutamine,nouns,1.2
3260,nod,klubi,nouns,0.35
3261,awdur,romaan,nouns,1.3
3262,asgwrn,lõug,nouns,1.0
3263,morthwyl,hambad,nouns,0.1
3264,emyn,kõrs,nouns,0.0
3265,pêl,kostüüm,nouns,0.75
3266,môr,delta,nouns,1.1
3267,yn gain,ilusti,adverbs,3.1
3268,mynd  ,lubama,verbs,0.25
3269,canwr,refrään,nouns,1.2
3270,anodd,lihtne,adjectives,0.4
3271,menyw,ülesanne,nouns,0.05
3272,addurn,ümbrik,nouns,0.25
3273,pen,küüs,nouns,0.3
3274,baner,liputeadus,nouns,0.95
3275,côr,kirik,nouns,1.1
3276,hael,sõbralik,adjectives,2.25
3277,ofnus,ebakindel,adjectives,2.3
3278,glaswellt,juur,nouns,0.75
3279,mygu,kallistama,verbs,0.45
3280,ceirchen,põld,nouns,0.9
3281,brifo ,kukkuma,verbs,1.55
3282,serameg,pottsepatöö,nouns,3.7
3283,pennod,osa,nouns,4.05
3284,tric,relv,nouns,0.2
3285,ennill,tegema,verbs,0.35
3286,band,naps,nouns,0.3
3287,dydd  ,hommik,nouns,1.4
3288,troed,pea,nouns,0.65
3289,arfordir,kahuripaat,nouns,0.4
3290,goroesi,elama,verbs,2.85
3291,tarw,vasikas,nouns,1.65
3292,gwrtaith,kasv,nouns,1.1
3293,prin,loll,adjectives,0.0
3294,gwaethygu,ründama,verbs,0.75
3295,car,autopasun,nouns,0.7
3296,ale,kauss,nouns,0.0
3297,trychineb,surm,nouns,1.7
3298,yn naturiol,ebaloomulikult,adverbs,0.3
3299,dyn,sõjamees,nouns,1.05
3300,pêl-fas,korporatsioon,nouns,0.1
3301,môr,ookean,nouns,3.55
3302,bws,sõiduk,nouns,2.65
3303,dod,tooma,verbs,1.45
3304,mwnci,kampaania,nouns,0.05
3305,rhadlon,sisenev,adjectives,0.35
